"price","dist1","dist2","dist3","rooms","square","floor","type1","type2","type3"
"7 500 грн","Позняки","Дарницький","Київ","1 кімната","32 / 18 / 6.5 м²","поверх 6 з 9","гостинка","цегляний будинок","1987"
"18 000 грн","ЖК PARKLAND","Солом'янський","Київ","1 кімната","41 / 15 / 15 м²","поверх 2 з 10","спец. проект","монолітно-каркасний","2017"
"13 000 грн","ЖК Рів'єра","Нижні сади","Дарницький","1 кімната","38 / 20.7 / 9.1 м²","поверх 10 з 11","спец. проект","монолітно-каркасний","2017"
"20 000 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","36 / 17 / 12 м²","поверх 11 з 21","","",""
"7 500 грн","ЖК Стародарницький","Стара Дарниця","Дніпровський","1 кімната","45 / 22 / 14 м²","поверх 10 з 22","спец. проект","монолітно-каркасний","2013"
"10 500 грн","ЖК вул. Новопольова, 2","Солом'янський","Київ","1 кімната","22 / 12 / 6 м²","поверх 24 з 25","","",""
"8 200 грн","Березняки","Дніпровський","Київ","1 кімната","35 / 17 / 8 м²","поверх 3 з 9","чеський проект","панельні","1968"
"18 000 грн","ЖК Артеміда","Північно-Броварський (Комсомольський)","Дніпровський","1 кімната","60 / 30 / 15 м²","поверх 20 з 25","спец. проект","монолітно-каркасний","2014"
"5 500 грн","Троєщина","Деснянський","Київ","1 кімната","31.4 / 15.5 / 7 м²","поверх 8 з 9","серія 96","утеплена панель",""
"15 000 грн","ЖК Нова Англія","Голосіївський","Київ","1 кімната","33 / 18 / 12 м²","поверх 13 з 20","спец. проект","панельні","2018"
"14 000 грн","ЖК Ліко-Град 3","Теремки-2","Голосіївський","1 кімната","48 / 30 / 10 м²","поверх 16 з 18","спец. проект","монолітно-каркасний","2012"
"11 000 грн","Липки","Печерський","Київ","1 кімната","40 / 20 / 6 м²","поверх 1 з 6","сталінка","цегляний будинок","1949"
"12 800 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","36 / 30 / 6 м²","поверх 3 з 9","спец. проект","панельні","2018"
"18 000 грн","Поділ","Подільський","Київ","1 кімната","42 / 17 / 7 м²","поверх 2 з 4","дореволюційний","цегляний будинок","1917"
"24 000 грн","ЖК Оазис","Оболонь","Оболонський","1 кімната","56 / 25 / 16 м²","поверх 8 з 10","спец. проект","монолітно-каркасний","2007"
"20 000 грн","ЖК Времена Года","Солом'янка","Солом'янський","1 кімната","58 / 21 / 10 м²","поверх 14 з 25","спец. проект","монолітно-каркасний","2006"
"12 900 грн","Куренівка","Подільський","Київ","1 кімната","50 / 28 / 9 м²","поверх 4 з 12","серія КТ","утеплена панель","1980"
"9 000 грн","Оболонь","Оболонський","Київ","1 кімната","40 / 17 / 8 м²","поверх 8 з 16","БПС","утеплена панель","1982"
"9 500 грн","Відрадний","Солом'янський","Київ","1 кімната","38 / 19 / 9 м²","поверх 16 з 16","серія Т","утеплена панель","1989"
"16 000 грн","ЖК Нивки-Парк","Святошинський","Київ","1 кімната","37 / 28 / 5 м²","поверх 12 з 20","","",""
"12 999 грн","ЖК PARKLAND","Солом'янський","Київ","1 кімната","30 / 14 / 7 м²","поверх 1 з 4","спец. проект","цегляний будинок","2018"
"5 000 грн","Соцмісто","Дніпровський","Київ","1 кімната","40 / 21 / 9 м²","поверх 6 з 9","цегляний будинок","1969",""
"14 500 грн","Печерськ","Печерський","Київ","1 кімната","25 / 20 / 2 м²","поверх 4 з 9","цегляний будинок","1965",""
"9 700 грн","ЖК вул. Вірменська, 6а","Харьківський","Дарницький","1 кімната","23 / 20 / 3 м²","поверх 25 з 26","спец. проект","монолітно-каркасний","2016"
"9 000 грн","Оболонь","Оболонський","Київ","1 кімната","37 / 19 / 8 м²","поверх 5 з 9","гостинка","утеплена панель","1981"
"19 000 грн","Нова забудова","Голосіївський","Київ","1 кімната","46 / 20 / 9.3 м²","поверх 4 з 6","дореволюційний","цегляний будинок","1912"
"20 000 грн","ЖК Солом'янська, 20А","Олександрівська Слобідка","Солом'янський","1 кімната","44 / 16 / 17 м²","поверх 2 з 25","спец. проект","цегляний будинок","2018"
"8 000 грн","Олександрівська Слобідка","Солом'янський","Київ","1 кімната","30 м²","поверх 5 з 5","хрущівка","цегляний будинок","1963"
"17 000 грн","ЖК Комфорт Таун","Соцмісто","Дніпровський","1 кімната","36 / 15 / 15 м²","поверх 4 з 6","спец. проект","монолітно-каркасний","2010"
"5 500 грн","Сирець","Подільський","Київ","1 кімната","27 / 13 / 5 м²","поверх 9 з 9","цегляний будинок","1975",""
"30 536 грн","ЖК Rybalsky","Подільський","Київ","1 кімната","50 / - / 15 м²","поверх 2 з 9","монолітно-каркасний","",""
"49 620 грн","Старий Київ","Шевченківський","Київ","1 кімната","116 / - / 1 м²","поверх 1 з 1","сталінка","цегляний будинок","1945"
"15 500 грн","ЖК Комфорт Таун","Соцмісто","Дніпровський","1 кімната","44 / - / 15 м²","поверх 1 з 9","цегляний будинок","",""
"15 500 грн","ЖК Відпочинок","Святошино","Святошинський","1 кімната","43 / - / 18 м²","поверх 9 з 16","спец. проект","цегляний будинок","2013"
"23 000 грн","Нова забудова","Голосіївський","Київ","1 кімната","55 / - / 10 м²","поверх 8 з 12","спец. проект","цегляний будинок","1993"
"18 500 грн","ЖК Парк Стоун","Оболонь","Оболонський","1 кімната","45 / - / 20 м²","поверх 7 з 23","спец. проект","монолітно-каркасний","2013"
"15 000 грн","Печерськ","Печерський","Київ","1 кімната","31 / - / 17 м²","поверх 5 з 9","гостинка","цегляний будинок","1978"
"12 500 грн","Солом'янський","Київ","","1 кімната","28 / - / 8 м²","поверх 1 з 4","","",""
"14 000 грн","Голосіївський","Київ","","1 кімната","42 / - / 12 м²","поверх 8 з 16","","",""
"12 000 грн","Відрадний","Солом'янський","Київ","1 кімната","39 / - / 5 м²","поверх 3 з 5","хрущівка","цегляний будинок","1962"
"8 000 грн","Куренівка","Подільський","Київ","1 кімната","33 / - / 7.5 м²","поверх 2 з 9","гостинка","цегляний будинок","1983"
"15 000 грн","ЖК Теремки","Голосіївський","Київ","1 кімната","38 / - / 20 м²","поверх 20 з 25","монолітно-каркасний","",""
"23 000 грн","Дарницький","Київ","","1 кімната","42 / - / 18 м²","поверх 18 з 26","монолітно-каркасний","",""
"21 000 грн","Солом'янський","Київ","","1 кімната","51 / - / 21 м²","поверх 2 з 4","","",""
"34 352 грн","ЖК вул. Ділова, 2б","Черепанова гора","Печерський","1 кімната","57 / 30 / 10 м²","поверх 9 з 25","спец. проект","монолітно-каркасний","2012"
"14 000 грн","ЖК Панорама","Ширма","Голосіївський","1 кімната","30 / 20 / 5 м²","поверх 2 з 4","спец. проект","монолітно-каркасний","2016"
"15 000 грн","Оболонь","Оболонський","Київ","1 кімната","33 / 18 / 8 м²","поверх 5 з 9","чеський проект","панельні","1973"
"22 000 грн","ЖК DOCK32 (просп. Степана Бандери, 32д)","Рибальський острів","Оболонський","1 кімната","40 / 20 / 15 м²","поверх 24 з 26","спец. проект","монолітно-каркасний","2022"
"8 000 грн","ЖК Милославичі","Троєщина","Деснянський","1 кімната","49 / 18 / 12 м²","поверх 2 з 25","АППС","утеплена панель","2011"
"19 000 грн","Липки","Печерський","Київ","1 кімната","38 / 18 / 8 м²","поверх 10 з 11","совмін","цегляний будинок","1967"
"17 000 грн","ЖК вул. Драгоманова (будмайданчики 1, 2, 3)","Позняки","Дарницький","1 кімната","48 / 18 / 12 м²","поверх 21 з 25","спец. проект","монолітно-каркасний","2013"
"8 500 грн","Відрадний","Солом'янський","Київ","1 кімната","33 / 17 / 7 м²","поверх 2 з 5","хрущівка","цегляний будинок","1962"
"11 000 грн","Солом'янський","Київ","","1 кімната","26 / 14 / 5 м²","поверх 2 з 4","спец. проект","цегляний будинок","2018"
"18 000 грн","ЖК Henesi House","Татарка","Шевченківський","1 кімната","41 / 20 / 15 м²","поверх 7 з 17","спец. проект","монолітно-каркасний","2021"
"12 000 грн","Русанівка","Дніпровський","Київ","1 кімната","38 / 20 / 7 м²","поверх 3 з 9","цегляний будинок","1964",""
"14 000 грн","Позняки","Дарницький","Київ","1 кімната","50 / 18 / 13 м²","поверх 17 з 25","серія Т","утеплена панель","2010"
"8 000 грн","Багринова гора","Голосіївський","Київ","1 кімната","25 / 16 / 6 м²","поверх 3 з 3","","",""
"12 000 грн","ЖК Кришталеві джерела","Феофанія","Голосіївський","1 кімната","40 / 18 / 10 м²","поверх 3 з 9","спец. проект","монолітно-каркасний","2016"
"21 000 грн","ЖК Respublika","Київ","","1 кімната","41 / 12.5 / 17 м²","поверх 5 з 8","2021","",""
"6 000 грн","Троєщина","Деснянський","Київ","1 кімната","38 / 18 / 7 м²","поверх 5 з 16","серія 134","утеплена панель","1985"
"11 000 грн","Харьківський","Дарницький","Київ","1 кімната","32 / 25 / 7 м²","поверх 6 з 9","гостинка","цегляний будинок","1986"
"12 000 грн","ЖК вул. Польова, 73","Караваєві Дачі","Солом'янський","1 кімната","27 / 15 / 5 м²","поверх 6 з 26","спец. проект","монолітно-каркасний","2020"
"10 000 грн","ЖК Вільямс Авеню","Теремки","Голосіївський","1 кімната","30 / - / 20 м²","поверх 5 з 8","спец. проект","монолітно-каркасний","2014"
"7 000 грн","Троєщина","Деснянський","Київ","1 кімната","38 / - / 8 м²","поверх 8 з 9","гостинка","утеплена панель","1989"
"11 500 грн","Оболонь","Оболонський","Київ","1 кімната","38 / - / 9 м²","поверх 7 з 12","серія 87","цегляний будинок","1976"
"9 999 грн","Биківня","Дніпровський","Київ","1 кімната","44 / - / 8 м²","поверх 5 з 7","цегляний будинок","",""
"6 500 грн","Відрадний","Солом'янський","Київ","1 кімната","45 / - / 6 м²","поверх 5 з 5","хрущівка","панельні","1964"
"13 000 грн","ЖК Акцент","Теремки-1","Голосіївський","1 кімната","50 / 19 / 19 м²","поверх 21 з 25","АППС","утеплена панель","2018"
"22 864 грн","ЖК Срібна Вежа","Лук'янівка","Шевченківський","1 кімната","50 / 20 / 10 м²","поверх 14 з 26","спец. проект","монолітно-каркасний","2015"
"13 000 грн","Куренівка","Подільський","Київ","1 кімната","25 / 19 / 4 м²","поверх 7 з 9","гостинка","цегляний будинок","1980"
"15 500 грн","ЖК просп. Академіка Глушкова, 92б","Теремки-1","Голосіївський","1 кімната","45 / 18 / 12 м²","поверх 21 з 25","спец. проект","монолітно-каркасний","2016"
"12 000 грн","ЖК Акцент","Теремки-1","Голосіївський","1 кімната","49 / 19 / 14 м²","поверх 25 з 25","АППС","утеплена панель","2018"
"8 000 грн","Воскресенка","Дніпровський","Київ","1 кімната","30 / 15 / 8 м²","поверх 4 з 5","хрущівка","панельні","1963"
"15 000 грн","ЖК вул. Володі Дубініна, 5/15, 7/14","Голосіїво","Голосіївський","1 кімната","36 / 17 / 8 м²","поверх 5 з 9","спец. проект","монолітно-каркасний","2015"
"17 000 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","38 / 15 / 10 м²","поверх 10 з 20","спец. проект","цегляний будинок","2018"
"22 000 грн","Звіринець","Печерський","Київ","1 кімната","35 / 15 / 8 м²","поверх 10 з 13","совмін","цегляний будинок","1980"
"38 169 грн","ЖК Новопечерські Липки","Чорна Гора","Київ","1 кімната","49 / 17 / 23 м²","поверх 10 з 25","","",""
"8 000 грн","ЖК Ліко-Град 3","Теремки-2","Голосіївський","1 кімната","32 / 15 / 8 м²","поверх 1 з 2","спец. проект","монолітно-каркасний","2012"
"22 000 грн","Нова забудова","Печерський","Київ","1 кімната","49 / 25 / 10 м²","поверх 6 з 6","дореволюційний","цегляний будинок","1917"
"41 986 грн","ЖК Chicago Central House","Нова забудова","Голосіївський","1 кімната","48 / 20 / 9 м²","поверх 16 з 25","спец. проект","монолітно-каркасний","2019"
"13 500 грн","ЖК Венеція","Теремки-2","Голосіївський","1 кімната","48 / 19 / 12 м²","поверх 15 з 19","спец. проект","монолітно-каркасний","2014"
"10 000 грн","Харьківський","Дарницький","Київ","1 кімната","40 / 19 / 8 м²","поверх 6 з 9","серія 96","утеплена панель","1983"
"30 536 грн","ЖК вул. Підвисоцького, 4в","Чорна Гора","Печерський","1 кімната","44 / 18 / 18 м²","поверх 16 з 24","спец. проект","монолітно-каркасний","2017"
"12 998 грн","Київ","","","1 кімната","40 / 18 / 12 м²","поверх 5 з 10","","",""
"8 000 грн","Дарницький","Київ","","1 кімната","40 / 30 / 10 м²","поверх 3 з 5","цегляний будинок","",""
"30 536 грн","ЖК Галактика","Дніпровський","Київ","1 кімната","60 м²","поверх 9 з 25","","",""
"10 500 грн","Нивки","Шевченківський","Київ","1 кімната","32 / 17 / 8 м²","поверх 1 з 5","хрущівка","панельні","1960"
"12 000 грн","ЖК вул. Інженера Бородіна (Лазо), 4-6","ДВРЗ","Дніпровський","1 кімната","46 / 18 / 16 м²","поверх 22 з 22","спец. проект","панельні","2011"
"10 999 грн","Солом'янський","Київ","","1 кімната","31 / - / 8.1 м²","поверх 8 з 9","панельні","",""
"8 000 грн","Воскресенка","Дніпровський","Київ","1 кімната","38 / - / 7 м²","поверх 5 з 5","","",""
"13 500 грн","ЖК Яскравий","Мінський","Оболонський","1 кімната","47 / 20 / 14 м²","поверх 21 з 24","спец. проект","монолітно-каркасний","2015"
"12 000 грн","Оболонь","Оболонський","Київ","1 кімната","36 / 18 / 7.5 м²","поверх 6 з 9","серія 134","утеплена панель",""
"8 000 грн","Лісовий","Деснянський","Київ","1 кімната","20 / 16 / 4 м²","поверх 4 з 5","гостинка","цегляний будинок","1967"
"14 999 грн","Лівобережний масив","Дніпровський","Київ","1 кімната","60 / 20 / 18 м²","поверх 4 з 22","спец. проект","монолітно-каркасний","2003"
"34 352 грн","ЖК Зарічний","Позняки","Дарницький","1 кімната","61 / 30 / 20 м²","поверх 17 з 25","спец. проект","монолітно-каркасний","2015"
"20 000 грн","Солдатська слобідка","Шевченківський","Київ","1 кімната","50 / 18 / 20 м²","поверх 5 з 16","","",""
"10 000 грн","ЖК Флагман","Стара Дарниця","Дніпровський","1 кімната","42 / 15 / 9 м²","поверх 6 з 26","","",""
"17 500 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","38 / 20 / 9 м²","поверх 3 з 13","","",""
"11 000 грн","ЖК вул. Драгоманова, 6/1","Позняки","Дарницький","1 кімната","50 / 20 / 13 м²","поверх 16 з 24","спец. проект","монолітно-каркасний","2011"
"10 000 грн","ЖК вул. Драгоманова, 6/1","Позняки","Дарницький","1 кімната","46 / 20 / 14 м²","поверх 25 з 26","спец. проект","монолітно-каркасний","2011"
"13 000 грн","ЖК вул. Каховська, 60","Микільська Слобідка","Дніпровський","1 кімната","36 / 18 / 10 м²","поверх 17 з 25","спец. проект","монолітно-каркасний","2018"
"20 000 грн","ЖК Victory V","Шулявка","Шевченківський","1 кімната","30 / 15 / 15 м²","поверх 5 з 24","спец. проект","монолітно-каркасний","2018"
"18 000 грн","ЖК Комфорт Таун","Соцмісто","Дніпровський","1 кімната","35 / 13 / 20 м²","поверх 5 з 10","цегляний будинок","",""
"28 000 грн","ЖК Метрополіс","Голосіївський","Київ","1 кімната","55 / 25 / 24 м²","поверх 5 з 33","","",""
"5 000 грн","Нивки","Шевченківський","Київ","1 кімната","26 / 15 / 5.5 м²","поверх 3 з 5","хрущівка","цегляний будинок","1972"
"13 000 грн","ЖК вул. Польова, 73","Караваєві Дачі","Солом'янський","1 кімната","25 / 16 / 4 м²","поверх 15 з 24","спец. проект","монолітно-каркасний","2020"
"10 000 грн","Деміївка","Голосіївський","Київ","1 кімната","35 / 17 / 7 м²","поверх 5 з 5","хрущівка","цегляний будинок","1966"
"13 000 грн","ЖК Корона","Позняки","Дарницький","1 кімната","53 / 18 / 12 м²","поверх 4 з 36","спец. проект","монолітно-каркасний","2007"
"7 500 грн","Нивки","Подільський","Київ","1 кімната","35 / 19 / 6 м²","поверх 6 з 9","чеський проект","панельні","1972"
"20 000 грн","ЖК Henesi House","Татарка","Шевченківський","1 кімната","54 / 21 / 17 м²","поверх 4 з 15","монолітно-каркасний","",""
"12 000 грн","ЖК Стародарницький","Стара Дарниця","Дніпровський","1 кімната","49 / 30 / 14 м²","поверх 20 з 25","спец. проект","монолітно-каркасний","2013"
"17 000 грн","ЖК Відпочинок","Святошино","Святошинський","1 кімната","38 / - / 10 м²","поверх 8 з 16","спец. проект","монолітно-каркасний","2013"
"22 902 грн","Старий Київ","Шевченківський","Київ","1 кімната","40 / - / 9 м²","поверх 3 з 5","дореволюційний","цегляний будинок","1870"
"16 500 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","45 / - / 10 м²","поверх 9 з 25","спец. проект","монолітно-каркасний","2019"
"11 500 грн","Північно-Броварський (Комсомольський)","Дніпровський","Київ","1 кімната","36 / - / 12 м²","поверх 10 з 16","БПС","утеплена панель","1972"
"10 000 грн","Нивки","Святошинський","Київ","1 кімната","30 / - / 7 м²","поверх 2 з 6","монолітно-каркасний","",""
"8 500 грн","Вітряні Гори","Подільський","Київ","1 кімната","28 / - / 6 м²","поверх 9 з 10","гостинка","цегляний будинок","1974"
"15 500 грн","Подільський","Київ","","1 кімната","57 / - / 22 м²","поверх 10 з 24","","",""
"13 000 грн","Деміївка","Голосіївський","Київ","1 кімната","34.2 / 16.2 / 7 м²","поверх 4 з 16","БПС","утеплена панель","1980"
"17 000 грн","ЖК Оболонь Тауер","Оболонь","Оболонський","1 кімната","50 / 21 / 12 м²","поверх 16 з 24","спец. проект","монолітно-каркасний","2014"
"7 500 грн","Соцмісто","Дніпровський","Київ","1 кімната","38 / 18 / 8 м²","поверх 1 з 9","чеський проект","панельні","1970"
"15 000 грн","ЖК вул. Новопольова, 2","Солом'янський","Київ","1 кімната","40 / 18 / 12 м²","поверх 15 з 25","","",""
"14 000 грн","ЖК вул. Єлизавети Чавдар, 3, 5, 7, 9","Осокорки","Дарницький","1 кімната","45 / 17.2 / 12 м²","поверх 22 з 25","спец. проект","монолітно-каркасний","2009"
"57 254 грн","ЖК Tetris Hall","Нова забудова","Печерський","1 кімната","55 / 19 / 21 м²","поверх 4 з 24","спец. проект","монолітно-каркасний","2019"
"20 000 грн","ЖК Golden Park","Сирець","Шевченківський","1 кімната","58 / 20 / 17 м²","поверх 11 з 20","спец. проект","монолітно-каркасний","2012"
"19 000 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","36 / 15 / 10 м²","поверх 5 з 16","спец. проект","цегляний будинок","2018"
"16 000 грн","ЖК Лебединий","Осокорки","Дарницький","1 кімната","45 / 22 / 18 м²","поверх 6 з 24","","",""
"8 999 грн","Північно-Броварський (Комсомольський)","Дніпровський","Київ","1 кімната","32 / 16 / 7 м²","поверх 3 з 5","хрущівка","панельні","1963"
"41 986 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","50 / 35 / 15 м²","поверх 8 з 24","спец. проект","монолітно-каркасний","2017"
"18 995 грн","ЖК Воздухофлотський квартал","Шулявка","Шевченківський","1 кімната","47 / 36 / 10 м²","поверх 20 з 25","спец. проект","монолітно-каркасний","2017"
"11 000 грн","ЖК пров. Моторний, 9, 9а","Багринова гора","Голосіївський","1 кімната","53 / 30 / 18 м²","поверх 15 з 25","спец. проект","монолітно-каркасний","2013"
"11 500 грн","Святошинський","Київ","","1 кімната","60 / 40 / 10 м²","поверх 13 з 24","","",""
"16 000 грн","ЖК 4 сезони","Голосіїво","Голосіївський","1 кімната","52 / 30 / 14 м²","поверх 14 з 25","спец. проект","монолітно-каркасний","2012"
"8 000 грн","Троєщина","Деснянський","Київ","1 кімната","43 / 19 / 10 м²","поверх 11 з 16","АППС","утеплена панель","2002"
"8 500 грн","Солом'янка","Солом'янський","Київ","1 кімната","32 / 16 / 7 м²","поверх 5 з 5","хрущівка","цегляний будинок","1959"
"7 000 грн","Воскресенка","Дніпровський","Київ","1 кімната","32 / 18 / 8 м²","поверх 4 з 5","хрущівка","панельні","1964"
"15 000 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","38 / 15 / 8 м²","поверх 4 з 13","спец. проект","панельні","2018"
"7 999 грн","ЖК Флагман","Стара Дарниця","Дніпровський","1 кімната","33 / 17 / 10 м²","поверх 22 з 27","","",""
"6 999 грн","Троєщина","Деснянський","Київ","1 кімната","40 / - / 8 м²","поверх 7 з 16","спец. проект","монолітно-каркасний","2002"
"6 000 грн","Борщагівка","Святошинський","Київ","1 кімната","30 / 15 / 7 м²","поверх 5 з 5","хрущівка","цегляний будинок",""
"7 000 грн","Борщагівка","Святошинський","Київ","1 кімната","32 м²","поверх 2 з 9","гостинка","цегляний будинок","1971"
"7 000 грн","Воскресенка","Дніпровський","Київ","1 кімната","29 / 15 / 7 м²","поверх 3 з 5","хрущівка","панельні","1964"
"25 000 грн","ЖК Podil Plaza & Residence","Шевченківський","Київ","1 кімната","46 / - / 16 м²","поверх 7 з 15","","",""
"25 000 грн","ЖК Династія","Солом'янка","Солом'янський","1 кімната","55 / - / 20 м²","поверх 13 з 16","спец. проект","монолітно-каркасний","2018"
"20 000 грн","Клубний будинок „Чорногорія“","Чорна Гора","Печерський","1 кімната","60 / - / 20 м²","поверх 1 з 4","спец. проект","монолітно-каркасний","2015"
"28 000 грн","ЖК Adamant","Солом'янка","Солом'янський","1 кімната","50 / - / 10 м²","поверх 19 з 25","спец. проект","монолітно-каркасний","2018"
"7 000 грн","Троєщина","Деснянський","Київ","1 кімната","35 / - / 7 м²","поверх 7 з 16","","",""
"6 000 грн","Первомайський масив","Солом'янський","Київ","1 кімната","36 / - / 7 м²","поверх 5 з 9","панельні","1966",""
"8 500 грн","Позняки","Дарницький","Київ","1 кімната","40 / - / 5 м²","поверх 6 з 9","гостинка","утеплена панель","1993"
"9 500 грн","Березняки","Дніпровський","Київ","1 кімната","36 / - / 9 м²","поверх 4 з 16","БПС","утеплена панель","1972"
"12 500 грн","Жуляни","Солом'янський","Київ","1 кімната","40 / - / 11 м²","поверх 5 з 10","цегляний будинок","",""
"13 500 грн","ЖК Be the One","Академмістечко","Святошинський","1 кімната","19 / - / 8 м²","поверх 13 з 19","монолітно-каркасний","",""
"12 999 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","43 / 17 / 9 м²","поверх 10 з 25","серія КТ","утеплена панель","2015"
"24 810 грн","Історичний центр","Шевченківський","Київ","1 кімната","57 / 30 / 8 м²","поверх 4 з 7","","",""
"9 500 грн","Відрадний","Солом'янський","Київ","1 кімната","60 / 20 / 25 м²","поверх 5 з 5","","",""
"38 169 грн","ЖК вул. Клінічна, 23-25","Олександрівська Слобідка","Солом'янський","1 кімната","55 / 30 / 25 м²","поверх 8 з 25","спец. проект","монолітно-каркасний","2001"
"11 200 грн","ЖК Еврика","Теремки-2","Голосіївський","1 кімната","33 / 12 / 9 м²","поверх 17 з 24","серія КТ","утеплена панель","2017"
"30 536 грн","ЖК вул. Клінічна, 23-25","Олександрівська Слобідка","Солом'янський","1 кімната","55 / 35 / 20 м²","поверх 8 з 25","спец. проект","монолітно-каркасний","2001"
"18 500 грн","ЖК Метрополія","Харьківський","Дарницький","1 кімната","36 / 20 / 8 м²","поверх 22 з 25","спец. проект","монолітно-каркасний","2018"
"28 627 грн","ЖК Французький квартал","Нижній Печерськ","Печерський","1 кімната","50 / 19 / 17 м²","поверх 9 з 10","спец. проект","монолітно-каркасний","2016"
"11 500 грн","ЖК Метро парк","Харьківський","Дарницький","1 кімната","24 / 15 / 5 м²","поверх 10 з 12","","",""
"49 620 грн","ЖК Печерськ Плаза","Київ","","1 кімната","60 / 45 / 15 м²","поверх 4 з 10","спец. проект","монолітно-каркасний","2021"
"18 000 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","41 / 25 / 8 м²","поверх 14 з 25","спец. проект","монолітно-каркасний","2019"
"19 500 грн","ЖК вул. Шолуденка, 30","Шевченківський","Київ","1 кімната","34 / 12 / 12 м²","поверх 17 з 24","цегляний будинок","",""
"14 000 грн","ЖК Яскравий","Мінський","Оболонський","1 кімната","42 / 25 / 8 м²","поверх 24 з 25","спец. проект","монолітно-каркасний","2013"
"12 000 грн","ЖК Еврика","Теремки-2","Голосіївський","1 кімната","44 / 18 / 12 м²","поверх 16 з 24","спец. проект","панельні","2019"
"76 338 грн","ЖК Златоустівський","Солдатська слобідка","Шевченківський","1 кімната","90 / 60 / 20 м²","поверх 11 з 13","спец. проект","монолітно-каркасний","2013"
"30 000 грн","Шевченківський","Київ","","1 кімната","52 / - / 18 м²","поверх 11 з 36","цегляний будинок","",""
"8 500 грн","Троєщина","Деснянський","Київ","1 кімната","45 / - / 9 м²","поверх 3 з 9","цегляний будинок","",""
"13 000 грн","Теремки-1","Голосіївський","Київ","1 кімната","52 / - / 20 м²","поверх 23 з 25","монолітно-каркасний","",""
"20 000 грн","Чорна Гора","Печерський","Київ","1 кімната","38 / - / 10 м²","поверх 3 з 5","цегляний будинок","",""
"26 719 грн","Печерськ","Печерський","Київ","1 кімната","42 / - / 15 м²","поверх 14 з 14","монолітно-каркасний","",""
"57 254 грн","Звіринець","Печерський","Київ","1 кімната","73 / 50 / 11 м²","поверх 2 з 5","","",""
"22 000 грн","Подільський","Київ","","1 кімната","48 / 16 / 16 м²","поверх 14 з 25","","",""
"18 000 грн","Нова забудова","Голосіївський","Київ","1 кімната","50 / 30 / 15 м²","поверх 2 з 5","дореволюційний","цегляний будинок","1917"
"15 000 грн","ЖК вул. Каховська, 60","Микільська Слобідка","Дніпровський","1 кімната","32 / 16 / 4 м²","поверх 17 з 26","цегляний будинок","2020",""
"8 500 грн","Оболонь","Оболонський","Київ","1 кімната","40 / 15 / 9 м²","поверх 8 з 16","АППС","утеплена панель","1991"
"9 000 грн","Академмістечко","Святошинський","Київ","1 кімната","27 / 19 / 8 м²","поверх 3 з 5","хрущівка","цегляний будинок","1962"
"15 000 грн","ЖК Teleskop ( Річард Хаус)","Позняки","Дарницький","1 кімната","45 / 12 / 15 м²","поверх 19 з 25","спец. проект","монолітно-каркасний","2019"
"10 000 грн","Оболонь","Оболонський","Київ","1 кімната","35 / 17 / 9 м²","поверх 11 з 16","БПС","утеплена панель","1978"
"15 000 грн","ЖК Коломийський","Голосіїво","Голосіївський","1 кімната","37 / 14 / 9 м²","поверх 3 з 9","","",""
"18 000 грн","ЖК Respublika","Теремки","Голосіївський","1 кімната","40 / 12 / 18 м²","поверх 7 з 9","спец. проект","монолітно-каркасний","2019"
"24 000 грн","ЖК Ліко-Град 4","Голосіїво","Київ","1 кімната","52 / 18 / 18 м²","поверх 15 з 23","спец. проект","монолітно-каркасний","2021"
"15 000 грн","ЖК вул. Ованеса Туманяна, 3","Лівобережний масив","Дніпровський","1 кімната","47 / 18 / 12 м²","поверх 11 з 18","спец. проект","монолітно-каркасний","2012"
"7 500 грн","Лісовий","Деснянський","Київ","1 кімната","36 / 18 / 8 м²","поверх 3 з 16","БПС","утеплена панель","1977"
"8 000 грн","Борщагівка","Святошинський","Київ","1 кімната","50 / 18 / 10 м²","поверх 5 з 16","БПС","утеплена панель","1972"
"30 000 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","1 кімната","55 / 25 / 20 м²","поверх 4 з 17","спец. проект","монолітно-каркасний","2010"
"23 500 грн","ЖК Geneva","Відрадний","Солом'янський","1 кімната","60 / 20 / 26 м²","поверх 13 з 24","спец. проект","монолітно-каркасний","2016"
"9 500 грн","Куренівка","Подільський","Київ","1 кімната","31 / 16 / 6 м²","поверх 7 з 9","цегляний будинок","1966",""
"7 000 грн","Лісовий","Деснянський","Київ","1 кімната","36 / 18 / 9 м²","поверх 14 з 16","БПС","утеплена панель","1971"
"20 000 грн","Печерський","Київ","","1 кімната","45.87 / 30 / 12 м²","поверх 15 з 26","спец. проект","монолітно-каркасний","2021"
