"price","dist1","dist2","dist3","rooms","square","floor","type1","type2","type3"
"17 999 грн","ЖК Златоустівський","Солдатська слобідка","Шевченківський","1 кімната","50 / 40 / 10 м²","поверх 7 з 18","спец. проект","монолітно-каркасний","2013"
"18 000 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","35 / 14 / 7 м²","поверх 4 з 19","спец. проект","панельні","2021"
"13 000 грн","ЖК Авіатор","Відрадний","Солом'янський","1 кімната","40 / 18 / 12 м²","поверх 23 з 23","спец. проект","монолітно-каркасний","2010"
"","","","","","","","","",""
"12 000 грн","ЖК Крістер Град","Мостицький масив","Подільський","1 кімната","49 / 18 / 12 м²","поверх 4 з 25","АППС","утеплена панель","2017"
"36 261 грн","ЖК Henesi House","Татарка","Шевченківський","1 кімната","42 / 34 / 8 м²","поверх 3 з 24","","",""
"14 000 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","24 / 12 / 5 м²","поверх 8 з 16","спец. проект","панельні","2021"
"13 000 грн","Саперна Слобідка","Голосіївський","Київ","1 кімната","30 / 15 / 6 м²","поверх 3 з 4","хрущівка","цегляний будинок",""
"40 841 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","42 / 25 / 12 м²","поверх 2 з 24","спец. проект","монолітно-каркасний","2019"
"23 000 грн","ЖК Respublika","Теремки","Голосіївський","1 кімната","40 / 22 / 15 м²","поверх 2 з 8","спец. проект","монолітно-каркасний","2019"
"15 890 грн","ЖК вул. Петра Радченка, 27-29","Олександрівська Слобідка","Солом'янський","1 кімната","31 / 14 / 12 м²","поверх 13 з 26","","",""
"36 261 грн","ЖК Французький квартал 2","Печерський","Київ","1 кімната","48 / 25 / 12 м²","поверх 7 з 10","","",""
"34 352 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","40 / 20 / 20 м²","поверх 19 з 24","спец. проект","монолітно-каркасний","2017"
"11 999 грн","ЖК вул. Гната Хоткевича (Червоногвардійська), 8","Соцмісто","Дніпровський","1 кімната","47 / 23 / 12 м²","поверх 7 з 22","спец. проект","монолітно-каркасний","2013"
"10 000 грн","Соцмісто","Дніпровський","Київ","1 кімната","28 / 19 / 9 м²","поверх 5 з 5","хрущівка","панельні","1962"
"14 000 грн","ЖК Богатирський","Оболонь","Оболонський","1 кімната","36 / 18 / 12 м²","поверх 11 з 25","спец. проект","монолітно-каркасний","2013"
"12 000 грн","Виноградар","Подільський","Київ","1 кімната","32 / 16 / 7 м²","поверх 7 з 9","чеський проект","панельні","1976"
"18 000 грн","Печерськ","Печерський","Київ","1 кімната","50 / 30 / 10 м²","поверх 4 з 9","спец. проект","цегляний будинок","2006"
"7 000 грн","Академмістечко","Святошинський","Київ","1 кімната","23 / 13 / 5 м²","поверх 4 з 5","хрущівка","цегляний будинок","1962"
"9 000 грн","ЖК Smart House","Шулявка","Солом'янський","1 кімната","18 / 10 / 8 м²","поверх 9 з 13","спец. проект","монолітно-каркасний","2017"
"35 000 грн","ЖК RiverStone","Позняки","Дарницький","1 кімната","60 / 20 / 25 м²","поверх 3 з 25","спец. проект","монолітно-каркасний","2012"
"11 000 грн","ЖК Комфорт Таун","Дніпровський","Київ","1 кімната","22 / 13 / 5 м²","поверх 12 з 14","спец. проект","монолітно-каркасний","2018"
"22 000 грн","ЖК пров. Тбіліський, 1/26","Шулявка","Шевченківський","1 кімната","52 / 16 / 15 м²","поверх 15 з 25","спец. проект","монолітно-каркасний","2017"
"38 169 грн","ЖК Delmar","Чорна Гора","Київ","1 кімната","56 / 18 / 16 м²","поверх 27 з 30","2019","",""
"11 000 грн","ЖК Лазурний блюз","Лівобережний масив","Дніпровський","1 кімната","45 / 20 / 12 м²","поверх 8 з 26","спец. проект","монолітно-каркасний","2010"
"28 627 грн","ЖК бул. Лесі Українки, 7б","Печерськ","Печерський","1 кімната","61 / 24 / 17 м²","поверх 20 з 20","спец. проект","монолітно-каркасний","2010"
"17 000 грн","ЖК PARKLAND","Солом'янський","Київ","1 кімната","41 / 16 / 15 м²","поверх 6 з 10","спец. проект","монолітно-каркасний","2017"
"8 000 грн","Борщагівка","Святошинський","Київ","1 кімната","34 / 18 / 7 м²","поверх 7 з 9","панельні","1969",""
"12 500 грн","Нивки","Святошинський","Київ","1 кімната","30 / 15 / 7 м²","поверх 1 з 5","гостинка","цегляний будинок","1973"
"6 000 грн","Новобіличі","Святошинський","Київ","1 кімната","30 / 17 / 6 м²","поверх 4 з 5","хрущівка","блочні","1977"
"13 000 грн","ЖК Ліко-Град 2","Теремки-2","Голосіївський","1 кімната","51 / 23 / 14 м²","поверх 11 з 16","спец. проект","цегляний будинок","2008"
"16 000 грн","ЖК Метрополія","Харьківський","Дарницький","1 кімната","36 / 19 / 12 м²","поверх 2 з 26","","",""
"25 000 грн","Поділ","Подільський","Київ","1 кімната","49.5 / 23 / 7 м²","поверх 3 з 6","дореволюційний","цегляний будинок","1913"
"14 000 грн","Деміївка","Голосіївський","Київ","1 кімната","35 / 15 / 8 м²","поверх 2 з 16","БПС","утеплена панель","1980"
"7 000 грн","Троєщина","Деснянський","Київ","1 кімната","39 / 19 / 9 м²","поверх 1 з 9","серія 96","утеплена панель",""
"30 000 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","1 кімната","52 / 15 / 21 м²","поверх 9 з 25","спец. проект","монолітно-каркасний","2014"
"7 000 грн","Сирець","Шевченківський","Київ","1 кімната","40 / 32 / 8 м²","поверх 3 з 5","хрущівка","цегляний будинок","1963"
"7 000 грн","Саперна Слобідка","Голосіївський","Київ","1 кімната","32 / 18 / 6 м²","поверх 4 з 9","цегляний будинок","1972",""
"5 500 грн","Борщагівка","Святошинський","Київ","1 кімната","32 / 17 / 7 м²","поверх 2 з 9","серія 96","утеплена панель","1982"
"11 000 грн","Жуляни","Солом'янський","Київ","1 кімната","35 / 14 / 8 м²","поверх 5 з 16","","",""
"17 500 грн","ЖК Елегант","Нова забудова","Шевченківський","1 кімната","40 / 25 / 10 м²","поверх 4 з 32","спец. проект","монолітно-каркасний","2013"
"20 000 грн","ЖК PARKLAND","Солом'янський","Київ","1 кімната","56 / 14 / 20 м²","поверх 9 з 10","спец. проект","монолітно-каркасний","2016"
"7 499 грн","Троєщина","Деснянський","Київ","1 кімната","35 / 25 / 8 м²","поверх 8 з 16","серія Т","утеплена панель","1987"
"12 500 грн","Позняки","Дарницький","Київ","1 кімната","48 / 25 / 10 м²","поверх 10 з 10","спец. проект","цегляний будинок","2001"
"11 000 грн","ЖК Lego House","Стара Дарниця","Дніпровський","1 кімната","37 / 20 / 8 м²","поверх 23 з 25","","",""
"18 500 грн","ЖК Метрополія","Харьківський","Дарницький","1 кімната","45 / 10 / 20 м²","поверх 17 з 25","спец. проект","монолітно-каркасний","2018"
"8 500 грн","Борщагівка","Святошинський","Київ","1 кімната","33 / 16 / 8 м²","поверх 1 з 9","панельні","1972",""
"32 444 грн","Поділ","Подільський","Київ","1 кімната","55 / 40 / 8 м²","поверх 10 з 10","спец. проект","монолітно-каркасний","2006"
"11 500 грн","ЖК вул. Горлівська, 215а, 215б, 215в","Харьківський","Дарницький","1 кімната","37 / 15 / 10 м²","поверх 4 з 25","спец. проект","монолітно-каркасний","2018"
"15 000 грн","Сирець","Шевченківський","Київ","1 кімната","30 / 15 / 6 м²","поверх 2 з 5","хрущівка","цегляний будинок","1964"
"7 500 грн","Відрадний","Солом'янський","Київ","1 кімната","30 / 13 / 6 м²","поверх 5 з 5","гостинка","цегляний будинок","1971"
"7 000 грн","Соцмісто","Дніпровський","Київ","1 кімната","30 / 14 / 6 м²","поверх 7 з 9","гостинка","цегляний будинок","1974"
"14 500 грн","ЖК Харківський","Харьківський","Дарницький","1 кімната","40 / 23 / 10 м²","поверх 8 з 10","спец. проект","цегляний будинок","2018"
"7 500 грн","Троєщина","Деснянський","Київ","1 кімната","40 / 19 / 8 м²","поверх 6 з 9","серія 96","утеплена панель","1984"
"20 000 грн","Солом'янка","Солом'янський","Київ","1 кімната","33 / 16 / 8 м²","поверх 3 з 16","БПС","утеплена панель","1979"
"14 000 грн","ЖК PARKLAND","Солом'янський","Київ","1 кімната","45 / 20 / 14 м²","поверх 5 з 10","спец. проект","монолітно-каркасний","2016"
"11 900 грн","Нивки","Шевченківський","Київ","1 кімната","31 / 15 / 6 м²","поверх 4 з 5","хрущівка","цегляний будинок","1961"
"7 500 грн","Куренівка","Подільський","Київ","1 кімната","25 / 14 / 6 м²","поверх 5 з 9","гостинка","цегляний будинок","1980"
"6 000 грн","Троєщина","Деснянський","Київ","1 кімната","36 / 16 / 7 м²","поверх 3 з 9","гостинка","утеплена панель","1992"
"17 000 грн","ЖК Відрадний","Солом'янський","Київ","1 кімната","48 / 42 / 6 м²","поверх 4 з 16","спец. проект","монолітно-каркасний","2019"
"17 000 грн","ЖК Standard One","Голосіїво","Голосіївський","1 кімната","30 / 16 / 7 м²","поверх 18 з 25","спец. проект","цегляний будинок","2019"
"16 000 грн","Варшавський Мікрорайон","Виноградар","Подільський","1 кімната","49 / 14 / 16 м²","поверх 3 з 14","спец. проект","монолітно-каркасний","2018"
"12 000 грн","ЖК вул. Ованеса Туманяна, 3","Лівобережний масив","Дніпровський","1 кімната","45 / 15 / 15 м²","поверх 19 з 25","спец. проект","монолітно-каркасний","2012"
"15 000 грн","Дарницький","Київ","","1 кімната","40 / 20 / 15 м²","поверх 13 з 20","хрущівка","цегляний будинок","1972"
"14 000 грн","ЖК Ліко-Град 3","Теремки-2","Голосіївський","1 кімната","44 / 20 / 12 м²","поверх 11 з 18","спец. проект","монолітно-каркасний","2014"
"11 000 грн","ЖК вул. Замковецька, вул. Новомостицька","Замковище","Подільський","1 кімната","37 / 18 / 8 м²","поверх 13 з 15","спец. проект","монолітно-каркасний","2016"
"13 000 грн","ЖК Еврика","Теремки-2","Голосіївський","1 кімната","38 / 16 / 10 м²","поверх 5 з 24","серія КТ","утеплена панель","2018"
"7 500 грн","Харьківський","Дарницький","Київ","1 кімната","40 / 19 / 7 м²","поверх 7 з 9","серія 96","утеплена панель","1987"
"11 000 грн","Голосіїво","Голосіївський","Київ","1 кімната","42 / 20 / 10 м²","поверх 4 з 9","серія 96","утеплена панель","1988"
"7 000 грн","Березняки","Дніпровський","Київ","1 кімната","38 / 17 / 8 м²","поверх 12 з 16","БПС","утеплена панель","1972"
"16 000 грн","ЖК Ліко-Град 3","Теремки-2","Голосіївський","1 кімната","44 / 10 / 24 м²","поверх 5 з 16","спец. проект","монолітно-каркасний","2014"
"5 500 грн","Троєщина","Деснянський","Київ","1 кімната","36 / 17 / 7 м²","поверх 1 з 4","","",""
"9 000 грн","Первомайський масив","Солом'янський","Київ","1 кімната","34 / 24 / 6 м²","поверх 3 з 5","хрущівка","цегляний будинок","1960"
"22 000 грн","ЖК вул. Коперника, 7","Лук'янівка","Шевченківський","1 кімната","43 / 25 / 10 м²","поверх 4 з 25","спец. проект","монолітно-каркасний","2016"
"18 000 грн","Сирець","Подільський","Київ","1 кімната","43 / 15 / 18 м²","поверх 6 з 16","серія 96","утеплена панель","1990"
"12 500 грн","Північно-Броварський (Комсомольський)","Дніпровський","Київ","1 кімната","40 / 30.5 / 9.5 м²","поверх 8 з 16","серія Т","утеплена панель","1993"
"16 000 грн","Місто Квітів. Парковий квартал","Сирець","Подільський","1 кімната","45 / 16 / 10 м²","поверх 16 з 16","спец. проект","монолітно-каркасний","2019"
"10 000 грн","Оболонь","Оболонський","Київ","1 кімната","35 / 18 / 9 м²","поверх 1 з 9","серія 96","утеплена панель","1978"
"5 500 грн","Райдужний","Дніпровський","Київ","1 кімната","28 / 16 / 6 м²","поверх 5 з 9","гостинка","цегляний будинок","1984"
"8 500 грн","Борщагівка","Святошинський","Київ","1 кімната","28 / 18 / 7 м²","поверх 1 з 9","гостинка","цегляний будинок","1977"
"20 000 грн","ЖК вул. Польова, 73","Караваєві Дачі","Солом'янський","1 кімната","45 / 16 / 12 м²","поверх 15 з 25","спец. проект","монолітно-каркасний","2020"
"10 000 грн","ЖК Східна Брама","Дарницький","Київ","1 кімната","38 / 18.2 / 10.3 м²","поверх 11 з 20","спец. проект","монолітно-каркасний",""
"11 000 грн","Осокорки","Дарницький","Київ","1 кімната","37 / 16 / 9 м²","поверх 6 з 25","панельні","",""
"7 500 грн","Дніпровський","Київ","","1 кімната","30 / 16 / 7 м²","поверх 1 з 5","","",""
"20 000 грн","ЖК Respublika","Теремки","Голосіївський","1 кімната","42 / 15 / 18 м²","поверх 5 з 7","спец. проект","монолітно-каркасний","2019"
"16 500 грн","ЖК Нивки-Парк","Виноградар","Святошинський","1 кімната","37 / 25 / 12 м²","поверх 11 з 16","цегляний будинок","",""
"13 000 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","46 / 18 / 12 м²","поверх 8 з 25","спец. проект","монолітно-каркасний","2016"
"13 000 грн","ЖК Welcome Home на Стеценка","Святошинський","Київ","1 кімната","36.8 / 20 / 8 м²","поверх 3 з 6","панельні","2020",""
"15 000 грн","ЖК вул. Ахматової, 22 (будм-к. 8а, Позняки-2)","Позняки","Дарницький","1 кімната","55.8 / 26 / 13.5 м²","поверх 20 з 24","спец. проект","монолітно-каркасний","2014"
"9 500 грн","Святошино","Святошинський","Київ","1 кімната","45 / 18 / 10 м²","поверх 10 з 18","спец. проект","цегляний будинок","1988"
"5 500 грн","Нивки","Святошинський","Київ","1 кімната","24 / 14 / 3 м²","поверх 4 з 5","хрущівка","цегляний будинок","1971"
"7 500 грн","Березняки","Дніпровський","Київ","1 кімната","29 / 17 / 5 м²","поверх 2 з 9","гостинка","цегляний будинок","1973"
"7 770 грн","Стара Дарниця","Дніпровський","Київ","1 кімната","29.5 / 16 / 7 м²","поверх 1 з 5","","",""
"12 000 грн","Печерськ","Печерський","Київ","1 кімната","45 / 18 / 8 м²","поверх 13 з 18","совмін","цегляний будинок","1991"
"8 500 грн","Осокорки","Дарницький","Київ","1 кімната","45 / 18 / 10 м²","поверх 6 з 18","спец. проект","утеплена панель","2000"
"11 499 грн","ЖК Метрополія","Харьківський","Дарницький","1 кімната","35 / 15 / 10 м²","поверх 4 з 25","спец. проект","монолітно-каркасний","2018"
"17 500 грн","ЖК Галактика","Лівобережний масив","Дніпровський","1 кімната","47 / 20 / 16 м²","поверх 11 з 25","спец. проект","монолітно-каркасний","2019"
"6 000 грн","Троєщина","Деснянський","Київ","1 кімната","33 / 15 / 8 м²","поверх 5 з 9","цегляний будинок","",""
"16 500 грн","Микільська Слобідка","Дніпровський","Київ","1 кімната","49.6 / 17 / 16 м²","поверх 8 з 26","","",""
"8 500 грн","Осокорки","Дарницький","Київ","1 кімната","45 / 18 / 8 м²","поверх 16 з 16","АППС","утеплена панель","1996"
"6 500 грн","Воскресенка","Дніпровський","Київ","1 кімната","32 / 19 / 6 м²","поверх 5 з 9","чеський проект","панельні","1974"
"14 000 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","47 / 18 / 12 м²","поверх 18 з 25","спец. проект","монолітно-каркасний","2018"
"13 500 грн","Деміївка","Голосіївський","Київ","1 кімната","33 / 19 / 6 м²","поверх 7 з 9","чеський проект","панельні","1972"
"2 500 грн","Чорна Гора","Голосіївський","Київ","1 кімната","60 / 20 / 8 м²","поверх 1 з 2","сталінка","цегляний будинок",""
"19 999 грн","Деміївка","Голосіївський","Київ","1 кімната","51 / 20 / 15 м²","поверх 5 з 25","","",""
"13 000 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","37 / 18 / 13 м²","поверх 18 з 25","спец. проект","панельні","2018"
"13 499 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","38 / 17 / 17 м²","поверх 18 з 25","спец. проект","панельні","2016"
"7 500 грн","Троєщина","Деснянський","Київ","1 кімната","45 / 16 / 8 м²","поверх 7 з 13","АППС","утеплена панель","1996"
"8 000 грн","Черепанова гора","Печерський","Київ","1 кімната","21 м²","поверх 2 з 9","гостинка","цегляний будинок","1976"
"9 000 грн","Біличі","Святошинський","Київ","1 кімната","41 / - / 7 м²","поверх 6 з 10","АППС","утеплена панель","1989"
"8 500 грн","Ґалаґани","Святошинський","Київ","1 кімната","27 м²","поверх 2 з 9","","",""
"8 000 грн","Мостицький масив","Подільський","Київ","1 кімната","33 / 18 / 8 м²","поверх 7 з 9","гостинка","цегляний будинок","1984"
"15 000 грн","Київ","","","1 кімната","41 / - / 14 м²","поверх 15 з 16","цегляний будинок","",""
"12 000 грн","Шевченківський","Київ","","1 кімната","36 / - / 8 м²","поверх 7 з 16","","",""
"12 000 грн","Голосіївський","Київ","","1 кімната","42 / - / 10 м²","поверх 12 з 25","монолітно-каркасний","",""
"8 500 грн","Солом'янський","Київ","","1 кімната","26 / - / 6 м²","поверх 2 з 3","цегляний будинок","",""
"7 800 грн","Дніпровський","Київ","","1 кімната","37 / - / 9 м²","поверх 16 з 16","панельні","",""
"7 000 грн","Святошинський","Київ","","1 кімната","32 / - / 7 м²","поверх 3 з 5","","",""
"8 000 грн","Виноградар","Подільський","Київ","1 кімната","25 / - / 6 м²","поверх 2 з 9","гостинка","панельні","1975"
"10 000 грн","ЖК Традиція","Позняки","Дарницький","1 кімната","42 / - / 12 м²","поверх 20 з 25","спец. проект","монолітно-каркасний","2016"
"49 620 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","1 кімната","55 / - / 18 м²","поверх 12 з 28","","",""
"11 000 грн","Оболонь","Оболонський","Київ","1 кімната","30 / - / 6 м²","поверх 5 з 9","гостинка","панельні","1981"
"14 000 грн","ЖК просп. Відрадний, 4","Відрадний","Солом'янський","1 кімната","42 / - / 10 м²","поверх 2 з 24","спец. проект","монолітно-каркасний","2016"
"13 000 грн","ЖК Елегант","Нова забудова","Шевченківський","1 кімната","27 / - / 7 м²","поверх 21 з 32","спец. проект","монолітно-каркасний","2013"
"10 999 грн","Нивки","Святошинський","Київ","1 кімната","25 / - / 4 м²","поверх 5 з 5","хрущівка","цегляний будинок","1960"
"12 000 грн","ЖК Бережанський","Пріорка","Оболонський","1 кімната","9 / - / 40 м²","поверх 2 з 25","спец. проект","монолітно-каркасний","2019"
"9 499 грн","Троєщина","Деснянський","Київ","1 кімната","40 / - / 14 м²","поверх 8 з 16","серія Т","утеплена панель","1984"
"6 999 грн","Нова Дарниця","Дарницький","Київ","1 кімната","38 / - / 6 м²","поверх 6 з 9","гостинка","цегляний будинок","1987"
"18 000 грн","ЖК Комфорт Таун","Дніпровський","Київ","1 кімната","33 / - / 10 м²","поверх 2 з 9","спец. проект","монолітно-каркасний","2018"
"7 000 грн","Відрадний","Солом'янський","Київ","1 кімната","38 / - / 12 м²","поверх 2 з 5","хрущівка","цегляний будинок",""
"18 500 грн","Подільський","Київ","","1 кімната","45 / - / 17 м²","поверх 11 з 20","цегляний будинок","",""
"5 152 782 грн","ЖК Victory V","Шулявка","Шевченківський","1 кімната","50 / - / 15 м²","поверх 5 з 34","спец. проект","монолітно-каркасний","2018"
"32 444 грн","ЖК Бульвар Фонтанів","Нижній Печерськ","Печерський","1 кімната","57 / - / 15 м²","поверх 2 з 15","спец. проект","монолітно-каркасний","2017"
"25 000 грн","ЖК Файна Таун","Нивки","Шевченківський","1 кімната","34 / 25 / 9 м²","поверх 6 з 9","2020","",""
"14 000 грн","ЖК Академ-квартал","Святошинський","Київ","1 кімната","45 / 16 / 13 м²","поверх 19 з 25","","",""
"26 719 грн","ЖК Chicago Central House","Нова забудова","Голосіївський","1 кімната","30 / 20 / 5 м²","поверх 8 з 25","спец. проект","монолітно-каркасний","2019"
"34 352 грн","ЖК Victory V","Шулявка","Шевченківський","1 кімната","45 / 20 / 10 м²","поверх 33 з 34","спец. проект","монолітно-каркасний","2018"
"12 000 грн","ЖК Яскравий","Мінський","Оболонський","1 кімната","36 / 18 / 6 м²","поверх 13 з 25","спец. проект","монолітно-каркасний","2019"
"9 000 грн","Сирець","Подільський","Київ","1 кімната","38 / 19 / 9 м²","поверх 2 з 5","серія 96","утеплена панель","1990"
"14 500 грн","ЖК Комфорт Таун","Соцмісто","Дніпровський","1 кімната","40 / 18 / 14 м²","поверх 6 з 9","спец. проект","монолітно-каркасний","2013"
"35 001 грн","ЖК Аристократ","Нижній Печерськ","Печерський","1 кімната","50 / 15 / 12 м²","поверх 16 з 24","спец. проект","монолітно-каркасний","2018"
"20 993 грн","ЖК вул. Польова, 73","Караваєві Дачі","Солом'янський","1 кімната","38.5 / 25 / 10 м²","поверх 23 з 25","спец. проект","монолітно-каркасний","2020"
"18 999 грн","ЖК Славутич","Позняки","Дарницький","1 кімната","41 / 18 / 12 м²","поверх 10 з 25","цегляний будинок","",""
"13 500 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","22 / 13 / 5 м²","поверх 8 з 16","спец. проект","панельні","2021"
"17 000 грн","ЖК Ліпінка","Мостицький масив","Подільський","1 кімната","50 / 30 / 10 м²","поверх 2 з 5","спец. проект","цегляний будинок","2013"
"26 719 грн","ЖК Сучасний квартал","Відрадний","Солом'янський","1 кімната","39.8 / 20 / 19 м²","поверх 14 з 16","2020","",""
"16 000 грн","Історичний центр","Шевченківський","Київ","1 кімната","32 / 17 / 6 м²","поверх 5 з 5","сталінка","цегляний будинок","1957"
"14 000 грн","Шулявка","Солом'янський","Київ","1 кімната","32 / 15 / 8 м²","поверх 4 з 5","хрущівка","цегляний будинок","1961"
"41 604 грн","ЖК Ярославів Град","Шевченківський","Київ","1 кімната","50 / 30 / 20 м²","поверх 8 з 14","","",""
"22 000 грн","ЖК Поетичний","Позняки","Дарницький","1 кімната","54 / 25 / 15 м²","поверх 11 з 25","АППС","утеплена панель","2014"
"16 000 грн","Липки","Печерський","Київ","1 кімната","30 / 15 / 7 м²","поверх 3 з 5","сталінка","цегляний будинок","1954"
"18 000 грн","ЖК Комфорт Таун","Дніпровський","Київ","1 кімната","33 / 24 / 9 м²","поверх 2 з 15","спец. проект","монолітно-каркасний","2018"
"18 000 грн","ЖК Комфорт Таун","Дніпровський","Київ","1 кімната","35 / 14 / 15 м²","поверх 2 з 15","спец. проект","монолітно-каркасний","2018"
"7 000 грн","Оболонь","Оболонський","Київ","1 кімната","32 / 15 / 7 м²","поверх 6 з 9","чеський проект","панельні","1974"
"5 000 грн","Святошино","Святошинський","Київ","1 кімната","25 / 9 / 3 м²","поверх 4 з 5","хрущівка","цегляний будинок",""
"15 000 грн","Оболонь","Оболонський","Київ","1 кімната","57 / 28 / 8 м²","поверх 5 з 9","серія 96","утеплена панель","1979"
"7 999 грн","Оболонь","Оболонський","Київ","1 кімната","40 / 18.1 / 7 м²","поверх 3 з 9","серія 134","утеплена панель","1978"
"12 500 грн","Позняки","Дарницький","Київ","1 кімната","50 / 19 / 20 м²","поверх 13 з 25","спец. проект","монолітно-каркасний","2007"
"10 500 грн","Старий Київ","Шевченківський","Київ","1 кімната","24 / 16 / 3 м²","поверх 1 з 5","дореволюційний","цегляний будинок","1910"
"17 500 грн","Куренівка","Оболонський","Київ","1 кімната","51 / 32 / 16 м²","поверх 11 з 25","","",""
"19 000 грн","ЖК Святобор","Святошино","Святошинський","1 кімната","42 / 18 / 15 м²","поверх 23 з 27","2020","",""
"14 000 грн","ЖК Британський квартал","Жуляни","Голосіївський","1 кімната","29 / 15 / 8 м²","поверх 1 з 9","спец. проект","панельні","2015"
"15 000 грн","ЖК вул. Урлівська, 23в","Позняки","Дарницький","1 кімната","43 / 25 / 10 м²","поверх 18 з 25","спец. проект","монолітно-каркасний","2013"
"11 000 грн","Оболонь","Оболонський","Київ","1 кімната","30 / 15 / 6 м²","поверх 8 з 9","гостинка","панельні","1973"
"11 000 грн","Оболонь","Оболонський","Київ","1 кімната","30 / 15 / 8 м²","поверх 2 з 9","серія 96","утеплена панель","1979"
"9 800 грн","Оболонь","Оболонський","Київ","1 кімната","34 / 18 / 7.5 м²","поверх 8 з 9","серія 96","утеплена панель","1978"
"11 500 грн","Осокорки","Дарницький","Київ","1 кімната","56 / 33 / 12 м²","поверх 18 з 25","спец. проект","монолітно-каркасний","2010"
"9 500 грн","ЖК Крістер Град","Мостицький масив","Подільський","1 кімната","43 / 19 / 12 м²","поверх 22 з 25","АППС","утеплена панель","2016"
"10 000 грн","ЖК Кришталеві джерела","Феофанія","Голосіївський","1 кімната","33 / 17 / 10 м²","поверх 2 з 9","спец. проект","цегляний будинок","2017"
"8 000 грн","Позняки","Дарницький","Київ","1 кімната","30 / 15 / 7.5 м²","поверх 7 з 9","серія 96","утеплена панель","1991"
