"price","dist1","dist2","dist3","rooms","square","floor","type1","type2","type3"
"16 999 грн","ЖК вул. Каховська, 60","Микільська Слобідка","Дніпровський","1 кімната","43 / 29 / 12 м²","поверх 3 з 25","цегляний будинок","2020",""
"","","","","","","","","",""
"8 000 грн","Харьківський","Дарницький","Київ","1 кімната","40 / 18 / 9 м²","поверх 3 з 16","серія Т","утеплена панель","1983"
"","","","","","","","","",""
"15 000 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","38 / 12 / 16 м²","поверх 15 з 25","спец. проект","панельні","2018"
"20 000 грн","ЖК Златоустівський","Солдатська слобідка","Шевченківський","1 кімната","44 / 20 / 16 м²","поверх 12 з 16","спец. проект","монолітно-каркасний","2013"
"","","","","","","","","",""
"16 000 грн","Місто Квітів. Парковий квартал","Сирець","Подільський","1 кімната","45 / 20 / 12 м²","поверх 4 з 16","спец. проект","монолітно-каркасний","2019"
"45 960 грн","ЖК вул. Антоновича (Горького), 72","Нова забудова","Голосіївський","1 кімната","50 / 19 / 30 м²","поверх 14 з 25","спец. проект","монолітно-каркасний","2006"
"17 000 грн","Варшавський Мікрорайон","Виноградар","Подільський","1 кімната","45 / 20 / 12 м²","поверх 5 з 25","спец. проект","монолітно-каркасний","2017"
"9 000 грн","Харьківський","Дарницький","Київ","1 кімната","38 / 19 / 8 м²","поверх 3 з 9","цегляний будинок","",""
"15 000 грн","ЖК Комфорт Таун","Соцмісто","Дніпровський","1 кімната","42 / 19 / 18 м²","поверх 2 з 10","","",""
"12 500 грн","ЖК Амурський","Голосіїво","Голосіївський","1 кімната","28 / 17 / 5 м²","поверх 26 з 26","спец. проект","панельні","2018"
"12 900 грн","Лук'янівка","Шевченківський","Київ","1 кімната","36 / 20 / 8 м²","поверх 5 з 9","совмін","цегляний будинок","1986"
"","","","","","","","","",""
"13 000 грн","Саперна Слобідка","Голосіївський","Київ","1 кімната","30 / 18 / 8 м²","поверх 3 з 4","хрущівка","цегляний будинок",""
"18 000 грн","ЖК The Lakes","Деміївка","Голосіївський","1 кімната","55 / 18 / 16 м²","поверх 8 з 25","спец. проект","монолітно-каркасний","2018"
"10 000 грн","Лісовий","Деснянський","Київ","1 кімната","38 / 17 / 8.5 м²","поверх 5 з 9","чеський проект","панельні","1970"
"16 000 грн","Позняки","Дарницький","Київ","1 кімната","53 / 24 / 13 м²","поверх 13 з 16","спец. проект","монолітно-каркасний","2006"
"18 000 грн","ЖК Деміївка","Деміївка","Голосіївський","1 кімната","51 / 20 / 15 м²","поверх 18 з 20","спец. проект","монолітно-каркасний","2018"
"11 500 грн","Позняки","Дарницький","Київ","1 кімната","48 / 19 / 10 м²","поверх 4 з 10","спец. проект","цегляний будинок","2001"
"","","","","","","","","",""
"6 500 грн","Лісовий","Деснянський","Київ","1 кімната","29 / 16 / 6 м²","поверх 2 з 9","чеський проект","панельні","1973"
"13 000 грн","ЖК Совські ставки","Олександрівська Слобідка","Солом'янський","1 кімната","32 / 13 / 6 м²","поверх 8 з 13","","",""
"8 000 грн","Соцмісто","Дніпровський","Київ","1 кімната","32 / 17 / 9 м²","поверх 1 з 9","чеський проект","панельні","1970"
"14 000 грн","Шулявка","Солом'янський","Київ","1 кімната","32 / 15 / 8 м²","поверх 4 з 5","хрущівка","цегляний будинок","1961"
"8 000 грн","Багринова гора","Голосіївський","Київ","1 кімната","21 / 14 / 5 м²","поверх 1 з 16","","",""
"10 000 грн","Теремки-1","Голосіївський","Київ","1 кімната","38 / 18 / 10 м²","поверх 11 з 14","серія КТ","утеплена панель","1988"
"16 000 грн","Звіринець","Печерський","Київ","1 кімната","40 / 20 / 7.5 м²","поверх 9 з 9","","",""
"","","","","","","","","",""
"8 000 грн","Нова Дарниця","Дарницький","Київ","1 кімната","34 / 18 / 7.5 м²","поверх 5 з 9","цегляний будинок","1970",""
"10 000 грн","Відрадний","Солом'янський","Київ","1 кімната","32 / 18 / 6 м²","поверх 3 з 5","хрущівка","панельні","1966"
"13 000 грн","Святошино","Святошинський","Київ","1 кімната","47 / 25 / 12 м²","поверх 8 з 16","спец. проект","цегляний будинок","2005"
"15 000 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","43 / 10 / 20 м²","поверх 5 з 25","спец. проект","монолітно-каркасний","2019"
"8 000 грн","Село Троєщина","Деснянський","Київ","1 кімната","30 / 17 / 7 м²","поверх 2 з 8","","",""
"18 000 грн","ЖК RiverStone","Позняки","Дарницький","1 кімната","60 / 22 / 20 м²","поверх 3 з 23","спец. проект","монолітно-каркасний","2016"
"11 500 грн","Троєщина","Деснянський","Київ","1 кімната","34 / 18 / 10 м²","поверх 19 з 26","","",""
"17 000 грн","ЖК Henesi House","Татарка","Шевченківський","1 кімната","42 / 16 / 15 м²","поверх 12 з 18","спец. проект","монолітно-каркасний","2021"
"6 500 грн","Троєщина","Деснянський","Київ","1 кімната","36 / 25 / 10 м²","поверх 9 з 16","серія КТ","утеплена панель","1988"
"7 500 грн","Мінський","Оболонський","Київ","1 кімната","24 / 14 / 6 м²","поверх 1 з 9","гостинка","цегляний будинок","1972"
"16 000 грн","ЖК Комфорт Таун","Соцмісто","Дніпровський","1 кімната","44 / 16 / 15 м²","поверх 1 з 9","","",""
"25 000 грн","ЖК Rybalsky","Рибальський острів","Подільський","1 кімната","50 / 28 / 18 м²","поверх 5 з 9","спец. проект","цегляний будинок","2019"
"12 000 грн","ЖК Харківський","Харьківський","Дарницький","1 кімната","40 / 23 / 10 м²","поверх 3 з 24","спец. проект","цегляний будинок","2018"
"7 990 грн","Троєщина","Деснянський","Київ","1 кімната","40 / 18 / 9 м²","поверх 10 з 16","серія Т","утеплена панель","1989"
"14 000 грн","ЖК Харківський","Харьківський","Дарницький","1 кімната","38 / 16 / 17 м²","поверх 6 з 25","спец. проект","цегляний будинок","2018"
"13 500 грн","Саперна Слобідка","Голосіївський","Київ","1 кімната","49 / 26 / 13 м²","поверх 3 з 22","серія Т","утеплена панель","2007"
"11 000 грн","Борщагівка","Святошинський","Київ","1 кімната","38 / 18 / 8 м²","поверх 2 з 9","панельні","1972",""
"6 500 грн","Харьківський","Дарницький","Київ","1 кімната","32 / 19 / 6 м²","поверх 5 з 9","гостинка","цегляний будинок","1987"
"18 999 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","38 / 10 / 20 м²","поверх 17 з 25","спец. проект","монолітно-каркасний","2019"
"22 000 грн","ЖК Smart Plaza Polytech","Шулявка","Шевченківський","1 кімната","47 / 20 / 14 м²","поверх 6 з 23","спец. проект","монолітно-каркасний","2017"
"10 000 грн","Харьківський","Дарницький","Київ","1 кімната","35 / 20 / 8 м²","поверх 1 з 9","гостинка","цегляний будинок","1978"
"9 990 грн","Нивки","Подільський","Київ","1 кімната","33 / 16 / 7 м²","поверх 8 з 9","чеський проект","панельні","1975"
"9 000 грн","Куренівка","Подільський","Київ","1 кімната","40 / 18 / 6 м²","поверх 5 з 9","цегляний будинок","1966",""
"23 000 грн","ЖК DOCK32 (просп. Степана Бандери, 32д)","Рибальський острів","Оболонський","1 кімната","42 / 16 / 15 м²","поверх 24 з 26","спец. проект","монолітно-каркасний","2022"
"25 000 грн","ЖК Smart Plaza Polytech","Шулявка","Шевченківський","1 кімната","45 / 30 / 12 м²","поверх 20 з 25","спец. проект","монолітно-каркасний","2017"
"18 000 грн","ЖК Паркове місто","Вишгородський масив","Подільський","1 кімната","45 / 18 / 9 м²","поверх 3 з 25","","",""
"11 499 грн","ЖК вул. Олени Пчілки, 2а, 2б","Позняки","Дарницький","1 кімната","44 / 18 / 17 м²","поверх 21 з 22","АППС","утеплена панель","2008"
"9 000 грн","Борщагівка","Святошинський","Київ","1 кімната","35 / 18 / 8 м²","поверх 14 з 16","БПС","утеплена панель","1976"
"22 000 грн","Позняки","Дарницький","Київ","1 кімната","34 / 18 / 10 м²","поверх 21 з 30","цегляний будинок","",""
"6 000 грн","Лісовий","Деснянський","Київ","1 кімната","37 / 18 / 9 м²","поверх 1 з 9","чеський проект","панельні","1971"
"10 000 грн","ЖК Нова Хвиля","Стара Дарниця","Дніпровський","1 кімната","36 / 15 / 8 м²","поверх 6 з 17","спец. проект","монолітно-каркасний","2017"
"7 000 грн","Троєщина","Деснянський","Київ","1 кімната","38 / 20 / 8 м²","поверх 4 з 9","серія 96","утеплена панель","1988"
"12 000 грн","Оболонь","Оболонський","Київ","1 кімната","38 / 19 / 9 м²","поверх 2 з 12","серія 134","утеплена панель","1982"
"11 000 грн","ЖК Еврика","Теремки-2","Голосіївський","1 кімната","33 / 22 / 9 м²","поверх 11 з 24","серія КТ","утеплена панель","2017"
"23 000 грн","ЖК Respublika","Добрий шлях","Голосіївський","1 кімната","37 / 15 / 13 м²","поверх 5 з 10","панельні","",""
"17 000 грн","Голосіїво","Київ","","1 кімната","38 / 18 / 12 м²","поверх 10 з 16","","",""
"14 000 грн","ЖК Рів'єра","Дачі Осокорки","Дарницький","1 кімната","35 / 15 / 10 м²","поверх 5 з 10","спец. проект","монолітно-каркасний","2017"
"11 000 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","38 / 18 / 9 м²","поверх 20 з 25","спец. проект","панельні","2018"
"14 000 грн","ЖК Welcome Home на Ревуцького","Осокорки","Дарницький","1 кімната","38 / 18 / 9 м²","поверх 14 з 25","спец. проект","панельні","2019"
"10 000 грн","ЖК вул. Межова, 23б","Виноградар","Подільський","1 кімната","43 / 18 / 12 м²","поверх 7 з 25","спец. проект","панельні","2016"
"9 500 грн","мкрн Позняки-4а","Позняки","Дарницький","1 кімната","35 / 16 / 9 м²","поверх 5 з 20","спец. проект","монолітно-каркасний","2015"
"10 000 грн","Феофанія","Голосіївський","Київ","1 кімната","38 / 16 / 9 м²","поверх 1 з 9","","",""
"10 000 грн","Нова Дарниця","Дарницький","Київ","1 кімната","40 / 20 / 9 м²","поверх 5 з 9","серія 87","цегляний будинок","1988"
"7 500 грн","Черепанова гора","Печерський","Київ","1 кімната","22 / 13 / 4 м²","поверх 3 з 9","гостинка","цегляний будинок","1976"
"7 000 грн","Троєщина","Деснянський","Київ","1 кімната","37 / 19 / 8 м²","поверх 4 з 9","гостинка","утеплена панель","1992"
"14 500 грн","Солдатська слобідка","Шевченківський","Київ","1 кімната","38 / 19 / 8.5 м²","поверх 4 з 6","цегляний будинок","",""
"10 000 грн","ЖК Комфорт Таун","Соцмісто","Дніпровський","1 кімната","23 / 15 / 6 м²","поверх 4 з 9","","",""
"7 000 грн","Святошино","Святошинський","Київ","1 кімната","34 / 19 / 7 м²","поверх 5 з 9","гостинка","цегляний будинок","1974"
"7 500 грн","Оболонь","Оболонський","Київ","1 кімната","35 / 18 / 7 м²","поверх 6 з 9","серія 134","утеплена панель","1977"
"16 500 грн","ЖК вул. Краківська, 27а","Соцмісто","Дніпровський","1 кімната","41 / 25 / 9 м²","поверх 21 з 26","","",""
"20 000 грн","ЖК Seven","Позняки","Дарницький","1 кімната","44 / 20 / 16 м²","поверх 10 з 25","спец. проект","монолітно-каркасний","2019"
"15 000 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","47 / 20 / 16 м²","поверх 10 з 25","спец. проект","монолітно-каркасний","2018"
"12 000 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","40 / 20 / 10 м²","поверх 20 з 25","спец. проект","панельні","2017"
"21 065 грн","ЖК Славутич","Позняки","Дарницький","1 кімната","50 / 20 / 20 м²","поверх 32 з 34","спец. проект","монолітно-каркасний","2018"
"17 999 грн","Нивки","Шевченківський","Київ","1 кімната","45 / 30 / 10 м²","поверх 13 з 25","","",""
"20 000 грн","ЖК Нивки-Парк","Виноградар","Святошинський","1 кімната","49 / 25 / 15 м²","поверх 10 з 16","","",""
"14 500 грн","Місто Квітів. Парковий квартал","Сирець","Подільський","1 кімната","41 / 16 / 10 м²","поверх 10 з 16","спец. проект","монолітно-каркасний","2019"
"7 000 грн","Оболонь","Оболонський","Київ","1 кімната","30 / 17 / 6 м²","поверх 8 з 9","гостинка","панельні","1975"
"11 000 грн","ЖК Smart House","Шулявка","Солом'янський","1 кімната","26 / - / 5 м²","поверх 9 з 13","спец. проект","монолітно-каркасний","2017"
"14 000 грн","ЖК Ліко-Град 3","Теремки-2","Голосіївський","1 кімната","48.5 / - / 16 м²","поверх 1 з 23","спец. проект","монолітно-каркасний","2012"
"10 000 грн","Позняки","Дарницький","Київ","1 кімната","39 / - / 8 м²","поверх 19 з 25","","",""
"15 600 грн","Голосіївський","Київ","","1 кімната","58 / - / 20 м²","поверх 11 з 19","","",""
"8 500 грн","Борщагівка","Святошинський","Київ","1 кімната","32 / - / 7 м²","поверх 5 з 9","гостинка","утеплена панель","1984"
"19 000 грн","Голосіївський","Київ","","1 кімната","46 / - / 13 м²","поверх 5 з 9","цегляний будинок","",""
"8 000 грн","Воскресенка","Дніпровський","Київ","1 кімната","35 / - / 9 м²","поверх 13 з 16","БПС","утеплена панель","1980"
"8 000 грн","Караваєві Дачі","Солом'янський","Київ","1 кімната","21 / - / 4 м²","поверх 17 з 17","","",""
"9 800 грн","ЖК Skyland","Теремки","Голосіївський","1 кімната","41 / - / 9 м²","поверх 4 з 8","спец. проект","цегляний будинок","2015"
"7 000 грн","Оболонь","Оболонський","Київ","1 кімната","28 / - / 5 м²","поверх 1 з 9","гостинка","цегляний будинок","1974"
"5 500 грн","Нова Дарниця","Дарницький","Київ","1 кімната","22 / - / 5 м²","поверх 5 з 9","цегляний будинок","1973",""
"7 999 грн","Борщагівка","Святошинський","Київ","1 кімната","39 / - / 10 м²","поверх 15 з 16","серія Т","утеплена панель","1986"
"9 000 грн","Святошинський","Київ","","1 кімната","27 / - / 6 м²","поверх 1 з 3","цегляний будинок","",""
"7 000 грн","Мостицький масив","Подільський","Київ","1 кімната","31 / - / 12 м²","поверх 9 з 9","гостинка","цегляний будинок","1978"
"9 000 грн","Куренівка","Подільський","Київ","1 кімната","34 / - / 6 м²","поверх 3 з 5","хрущівка","цегляний будинок","1963"
"11 000 грн","Шулявка","Шевченківський","Київ","1 кімната","40 / - / 9 м²","поверх 5 з 9","гостинка","цегляний будинок","1987"
"11 500 грн","Теремки-1","Голосіївський","Київ","1 кімната","32 / - / 12 м²","поверх 21 з 21","серія КТ","утеплена панель","1986"
"11 000 грн","Дніпровський","Київ","","1 кімната","42 / - / 12 м²","поверх 26 з 28","","",""
"11 000 грн","Липки","Печерський","Київ","1 кімната","32 / - / 6 м²","поверх 3 з 5","хрущівка","цегляний будинок","1961"
"12 000 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","36 / - / 10 м²","поверх 15 з 25","спец. проект","монолітно-каркасний","2019"
"9 500 грн","Сирець","Шевченківський","Київ","1 кімната","34 / - / 6 м²","поверх 4 з 5","хрущівка","цегляний будинок","1962"
"14 000 грн","Нова Дарниця","Дарницький","Київ","1 кімната","55 / - / 15 м²","поверх 3 з 22","спец. проект","монолітно-каркасний","2000"
"6 900 грн","Борщагівка","Святошинський","Київ","1 кімната","23 / 14 / 5 м²","поверх 6 з 9","гостинка","цегляний будинок","1988"
"13 500 грн","ЖК Аквапарк","Березняки","Дніпровський","1 кімната","43 / 20 / 11 м²","поверх 23 з 25","спец. проект","монолітно-каркасний","2007"
"14 000 грн","ЖК Комфорт Таун","Соцмісто","Дніпровський","1 кімната","31 / 18 / 8 м²","поверх 6 з 8","","",""
"8 000 грн","Саперна Слобідка","Голосіївський","Київ","1 кімната","32 / 17 / 7 м²","поверх 3 з 9","цегляний будинок","1972",""
"15 999 грн","Нижній Печерськ","Печерський","Київ","1 кімната","40 / 15 / 15 м²","поверх 3 з 5","сталінка","цегляний будинок","1958"
"9 000 грн","Сирець","Подільський","Київ","1 кімната","38 / 19 / 9 м²","поверх 2 з 5","серія 96","утеплена панель","1990"
"14 500 грн","ЖК Комфорт Таун","Соцмісто","Дніпровський","1 кімната","40 / 18 / 14 м²","поверх 6 з 9","спец. проект","монолітно-каркасний","2013"
"35 122 грн","ЖК Аристократ","Нижній Печерськ","Печерський","1 кімната","50 / 15 / 12 м²","поверх 16 з 24","спец. проект","монолітно-каркасний","2018"
"19 000 грн","Нова забудова","Голосіївський","Київ","1 кімната","36 / 30 / 6 м²","поверх 1 з 13","спец. проект","цегляний будинок","1991"
"42 130 грн","ЖК Французький квартал","Нижній Печерськ","Печерський","1 кімната","50 / 30 / 10 м²","поверх 24 з 25","спец. проект","монолітно-каркасний","2016"
"15 000 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","39 / 20 / 5 м²","поверх 7 з 14","спец. проект","цегляний будинок","2018"
"12 000 грн","ЖК вул. Петра Калнишевського (Майорова), 6","Мінський","Оболонський","1 кімната","36 / 18 / 8 м²","поверх 13 з 25","спец. проект","панельні","2017"
"26 810 грн","ЖК вул. Ділова, 2б","Черепанова гора","Печерський","1 кімната","53 / 26 / 8 м²","поверх 9 з 25","спец. проект","монолітно-каркасний","2012"
"22 000 грн","ЖК Славутич","Позняки","Дарницький","1 кімната","43 / 17 / 14 м²","поверх 21 з 33","спец. проект","монолітно-каркасний","2018"
"19 000 грн","Голосіївський","Київ","","1 кімната","42 / 22 / 16 м²","поверх 7 з 24","","",""
"15 000 грн","ЖК Standard One","Голосіїво","Голосіївський","1 кімната","30 / 17 / 7 м²","поверх 21 з 25","спец. проект","цегляний будинок","2019"
"45 960 грн","ЖК Ярославів Град","Шевченківський","Київ","1 кімната","50 / 20 / 18 м²","поверх 8 з 8","","",""
"11 900 грн","ЖК Садовий","Микільська Слобідка","Дніпровський","1 кімната","44 / 18 / 10 м²","поверх 13 з 18","спец. проект","цегляний будинок","2015"
"8 000 грн","Мінський","Оболонський","Київ","1 кімната","32 / 17 / 7 м²","поверх 5 з 9","гостинка","цегляний будинок","1972"
"12 000 грн","ЖК Комфорт Таун","Соцмісто","Дніпровський","1 кімната","22 / 14 / 8 м²","поверх 13 з 14","","",""
"12 999 грн","Нижній Печерськ","Печерський","Київ","1 кімната","30 / 17 / 6 м²","поверх 2 з 5","хрущівка","цегляний будинок","1962"
"10 000 грн","Деміївка","Голосіївський","Київ","1 кімната","35 / 18 / 8 м²","поверх 10 з 16","БПС","утеплена панель","1981"
"9 500 грн","ЖК Welcome Home на Стеценка","Осокорки","Дарницький","1 кімната","28 / 16 / 2 м²","поверх 24 з 26","","",""
"42 130 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","52 / 28 / 12 м²","поверх 9 з 15","спец. проект","монолітно-каркасний","2017"
"34 470 грн","Поділ","Подільський","Київ","1 кімната","40 / 20 / 15 м²","поверх 2 з 5","сталінка","цегляний будинок",""
"10 500 грн","ЖК Будинок на Пчілки","Позняки","Дарницький","1 кімната","43 / 25 / 12 м²","поверх 18 з 24","АППС","утеплена панель","2010"
"20 000 грн","ЖК Victory V","Шулявка","Шевченківський","1 кімната","30 / 20 / 10 м²","поверх 5 з 34","спец. проект","монолітно-каркасний","2018"
"9 500 грн","ЖК Крістер Град","Мостицький масив","Подільський","1 кімната","43 / 19 / 12 м²","поверх 22 з 25","АППС","утеплена панель","2016"
"16 500 грн","Київ","","","1 кімната","35 / 25 / 7 м²","поверх 27 з 33","","",""
"12 000 грн","Оболонь","Оболонський","Київ","1 кімната","38 / 18 / 8 м²","поверх 8 з 9","серія 87","цегляний будинок","1974"
"12 000 грн","Печерськ","Печерський","Київ","1 кімната","25 / 15 / 6 м²","поверх 6 з 9","гостинка","цегляний будинок","1972"
"14 499 грн","ЖК вул. Урлівська, 30","Позняки","Дарницький","1 кімната","44 / 19 / 14 м²","поверх 16 з 25","серія КТ","утеплена панель","2010"
"9 000 грн","Шулявка","Шевченківський","Київ","1 кімната","46 / 20 / 9 м²","поверх 2 з 16","серія Т","утеплена панель","1990"
"10 999 грн","Голосіїво","Голосіївський","Київ","1 кімната","38 / 19 / 10 м²","поверх 6 з 6","спец. проект","цегляний будинок","1997"
"16 500 грн","ЖК Кришталеві джерела","Феофанія","Голосіївський","1 кімната","42 / 30 / 10 м²","поверх 3 з 5","спец. проект","монолітно-каркасний","2017"
"12 000 грн","Солом'янка","Солом'янський","Київ","1 кімната","39 / 20 / 9 м²","поверх 7 з 9","серія 87","цегляний будинок","1993"
"16 000 грн","Звіринець","Печерський","Київ","1 кімната","39 / 19 / 9 м²","поверх 3 з 5","сталінка","цегляний будинок","1958"
"16 500 грн","Микільська Слобідка","Дніпровський","Київ","1 кімната","49.6 / 17 / 15 м²","поверх 8 з 26","","",""
"13 999 грн","ЖК Standard One","Голосіїво","Голосіївський","1 кімната","30 / 16 / 5 м²","поверх 10 з 25","спец. проект","цегляний будинок","2019"
"12 500 грн","ЖК Комфорт Таун","Соцмісто","Дніпровський","1 кімната","32 / 18 / 8 м²","поверх 4 з 10","","",""
"6 500 грн","Борщагівка","Святошинський","Київ","1 кімната","30 / 16 / 7 м²","поверх 2 з 9","чеський проект","панельні","1970"
"5 000 грн","Березняки","Дніпровський","Київ","1 кімната","23 / 12 / 4 м²","поверх 3 з 9","гостинка","цегляний будинок","1972"
"13 500 грн","Саперна Слобідка","Голосіївський","Київ","1 кімната","41 / 18 / 11 м²","поверх 13 з 24","спец. проект","монолітно-каркасний","2007"
"5 799 грн","Сирець","Шевченківський","Київ","1 кімната","30 / 18 / 6 м²","поверх 4 з 5","гостинка","цегляний будинок","1969"
"22 000 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","45 / 18 / 16 м²","поверх 6 з 21","","",""
"10 000 грн","Голосіївський","Київ","","1 кімната","30 / 20 / 6 м²","поверх 24 з 26","цегляний будинок","",""
"5 500 грн","Воскресенка","Дніпровський","Київ","1 кімната","30 / 15 / 6.5 м²","поверх 5 з 5","хрущівка","панельні","1964"
"13 000 грн","ЖК Міністерський","Мінський","Оболонський","1 кімната","44 / 16 / 14 м²","поверх 16 з 25","спец. проект","монолітно-каркасний","2015"
"9 000 грн","Лук'янівка","Шевченківський","Київ","1 кімната","38 / 18 / 9 м²","поверх 3 з 9","спец. проект","цегляний будинок","1974"
"8 000 грн","Вітряні Гори","Подільський","Київ","1 кімната","30 / 16 / 7 м²","поверх 4 з 9","гостинка","цегляний будинок","1974"
"13 000 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","37 / 16 / 12 м²","поверх 14 з 25","спец. проект","панельні","2017"
"30 640 грн","ЖК Русанівська Гавань","Микільська Слобідка","Дніпровський","1 кімната","80 / 35 / 18 м²","поверх 20 з 25","спец. проект","монолітно-каркасний","2021"
"15 500 грн","Голосіївський","Київ","","1 кімната","39 / 24 / 15 м²","поверх 3 з 5","","",""
"12 000 грн","Осокорки","Дарницький","Київ","1 кімната","56 / 33 / 12 м²","поверх 18 з 25","спец. проект","монолітно-каркасний","2010"
"15 000 грн","мкрн Позняки-4а","Позняки","Дарницький","1 кімната","53 / 18 / 12 м²","поверх 5 з 25","спец. проект","монолітно-каркасний","2015"
"7 500 грн","Борщагівка","Святошинський","Київ","1 кімната","30 / 19 / 8 м²","поверх 8 з 9","гостинка","утеплена панель","1983"
"8 000 грн","Троєщина","Деснянський","Київ","1 кімната","43 / 19 / 10 м²","поверх 8 з 16","серія КТ","утеплена панель","2001"
"21 000 грн","ЖК Respublika","Теремки","Голосіївський","1 кімната","42 / 15 / 17 м²","поверх 6 з 8","спец. проект","монолітно-каркасний","2019"
"6 500 грн","Харьківський","Дарницький","Київ","1 кімната","27 / 13 / 6 м²","поверх 1 з 9","серія Т","утеплена панель","1986"
"14 000 грн","ЖК Лебединий","Осокорки","Дарницький","1 кімната","44 / 18 / 12 м²","поверх 10 з 25","","",""
"16 000 грн","Липки","Печерський","Київ","1 кімната","40 / 20 / 8 м²","поверх 2 з 6","сталінка","цегляний будинок","1959"
"6 500 грн","Оболонь","Оболонський","Київ","1 кімната","31 м²","поверх 5 з 9","чеський проект","панельні","1975"
"14 500 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","39 м²","поверх 20 з 25","","",""
"13 000 грн","ЖК Зелений мис","Новобіличі","Святошинський","1 кімната","47 / - / 15 м²","поверх 10 з 24","спец. проект","монолітно-каркасний","2009"
"15 900 грн","ЖК вул. Петра Радченка, 27-29","Кадетський Гай","Солом'янський","1 кімната","31 / - / 5 м²","поверх 13 з 26","монолітно-каркасний","",""
"15 900 грн","ЖК Smart House","Шулявка","Солом'янський","1 кімната","27 / - / 14 м²","поверх 12 з 14","спец. проект","монолітно-каркасний","2017"
"22 000 грн","ЖК Respublika","Теремки","Голосіївський","1 кімната","40 / - / 17 м²","поверх 3 з 9","спец. проект","монолітно-каркасний","2019"
"13 000 грн","Виноградар","Подільський","Київ","1 кімната","50 / - / 10 м²","поверх 19 з 25","","",""
"10 000 грн","Райдужний","Дніпровський","Київ","1 кімната","62 / - / 7 м²","поверх 5 з 9","","",""
"9 000 грн","Теремки","Голосіївський","Київ","1 кімната","40 / - / 12 м²","поверх 23 з 25","монолітно-каркасний","",""
"11 000 грн","Подільський","Київ","","1 кімната","18 / - / 15 м²","поверх 4 з 20","панельні","",""
"17 500 грн","ЖК Елегант","Нова забудова","Шевченківський","1 кімната","43 / - / 10 м²","поверх 4 з 32","спец. проект","монолітно-каркасний","2013"
"20 000 грн","ЖК Нова Англія","Голосіївський","Київ","1 кімната","37 / - / 12 м²","поверх 4 з 21","","",""
"9 500 грн","Багринова гора","Голосіївський","Київ","1 кімната","36 / - / 6 м²","поверх 2 з 3","","",""
"11 500 грн","Деміївка","Голосіївський","Київ","1 кімната","37 / - / 9 м²","поверх 5 з 16","БПС","утеплена панель","1979"
"7 500 грн","Багринова гора","Голосіївський","Київ","1 кімната","39.3 / - / 17 м²","поверх 7 з 21","","",""
"7 000 грн","Біличі","Святошинський","Київ","1 кімната","45 / - / 12 м²","поверх 2 з 16","спец. проект","утеплена панель","2006"
"9 000 грн","Шевченківський","Київ","","1 кімната","40 / - / 8 м²","поверх 5 з 9","цегляний будинок","",""
"6 000 грн","Новобіличі","Святошинський","Київ","1 кімната","35 / - / 8 м²","поверх 4 з 5","хрущівка","блочні","1977"
"15 000 грн","ЖК Відрадний","Солом'янський","Київ","1 кімната","45 / - / 10 м²","поверх 2 з 24","спец. проект","монолітно-каркасний","2019"
"42 130 грн","ЖК Аристократ","Нижній Печерськ","Печерський","1 кімната","55 / - / 12 м²","поверх 4 з 24","спец. проект","монолітно-каркасний","2018"
"6 500 грн","Вітряні Гори","Подільський","Київ","1 кімната","22 / - / 5 м²","поверх 3 з 9","цегляний будинок","1972",""
"11 000 грн","Печерський","Київ","","1 кімната","14 / - / 2 м²","поверх 5 з 24","монолітно-каркасний","",""
"9 000 грн","Теремки","Голосіївський","Київ","1 кімната","40 / - / 12 м²","поверх 13 з 25","монолітно-каркасний","",""
"13 000 грн","Куренівка","Оболонський","Київ","1 кімната","42 / - / 14 м²","поверх 9 з 24","цегляний будинок","",""
"10 000 грн","Голосіївський","Київ","","1 кімната","30 / - / 6 м²","поверх 9 з 9","цегляний будинок","",""
"12 500 грн","Біличе поле","Подільський","Київ","1 кімната","43 / - / 12 м²","поверх 9 з 25","монолітно-каркасний","",""
"12 000 грн","Нивки","Шевченківський","Київ","1 кімната","31 / - / 8 м²","поверх 12 з 22","","",""
"38 300 грн","ЖК Аристократ","Нижній Печерськ","Печерський","1 кімната","70 / 40 / 20 м²","поверх 19 з 24","спец. проект","монолітно-каркасний","2018"
"16 900 грн","ЖК Галактика","Лівобережний масив","Дніпровський","1 кімната","50 / 15 / 20 м²","поверх 4 з 15","спец. проект","монолітно-каркасний","2019"
"36 385 грн","ЖК вул. Підвисоцького, 4в","Чорна Гора","Печерський","1 кімната","50 / 25 / 15 м²","поверх 22 з 25","спец. проект","монолітно-каркасний","2017"
