"price","dist1","dist2","dist3","rooms","square","floor","type1","type2","type3"
"12 000 грн","ЖК Крістер Град","Мостицький масив","Подільський","1 кімната","55 / 18 / 12 м²","поверх 9 з 25","АППС","панельні","сьогодні о 15:32"
"14 000 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","45 / 18 / 12 м²","поверх 8 з 25","спец. проект","монолітно-каркасний","сьогодні о 15:58"
"10 000 грн","Вишгородський масив","Оболонський","Київ","1 кімната","33 / 18 / 7 м²","поверх 3 з 5","гостинка","цегляний будинок","сьогодні о 09:30"
"14 500 грн","ЖК Be the One","Академмістечко","Святошинський","1 кімната","22 / 12 / 10 м²","поверх 16 з 21","2023","","сьогодні о 14:16"
"9 000 грн","ДВРЗ","Дніпровський","Київ","1 кімната","41 / 20 / 8 м²","поверх 3 з 16","спец. проект","монолітно-каркасний","сьогодні о 16:19"
"16 000 грн","ЖК вул. Урлівська (будм-к. 10, Позняки-2)","Позняки","Дарницький","1 кімната","56 / 20 / 15 м²","поверх 22 з 25","спец. проект","монолітно-каркасний","сьогодні о 18:38"
"12 000 грн","Поділ","Подільський","Київ","1 кімната","24 / 18 / 3 м²","поверх 8 з 8","цегляний будинок","","сьогодні о 19:20"
"8 500 грн","Осокорки","Дарницький","Київ","1 кімната","45 / 18 / 10 м²","поверх 6 з 18","спец. проект","утеплена панель","сьогодні о 08:43"
"5 800 грн","Троєщина","Деснянський","Київ","1 кімната","33 / 15 / 8 м²","поверх 5 з 9","цегляний будинок","","сьогодні о 08:37"
"19 000 грн","ЖК вул. Ахматової, 22 (будм-к. 8а, Позняки-2)","Позняки","Дарницький","1 кімната","58 / 43 / 15 м²","поверх 6 з 24","спец. проект","монолітно-каркасний","сьогодні о 15:43"
"7 000 грн","Солом'янка","Солом'янський","Київ","1 кімната","32 / 18 / 7 м²","поверх 7 з 16","БПС","утеплена панель","сьогодні о 09:36"
"8 000 грн","Троєщина","Деснянський","Київ","1 кімната","43 / 18 / 10 м²","поверх 14 з 16","спец. проект","утеплена панель","сьогодні о 14:38"
"6 500 грн","Воскресенка","Дніпровський","Київ","1 кімната","32 / 19 / 6 м²","поверх 5 з 9","чеський проект","панельні","сьогодні о 16:17"
"9 500 грн","Святошино","Святошинський","Київ","1 кімната","45 / 18 / 10 м²","поверх 10 з 19","спец. проект","цегляний будинок","сьогодні о 08:40"
"11 000 грн","Осокорки","Дарницький","Київ","1 кімната","48 / 24 / 12 м²","поверх 3 з 18","спец. проект","утеплена панель","сьогодні о 12:26"
"11 000 грн","Позняки","Дарницький","Київ","1 кімната","47 / 19 / 11 м²","поверх 10 з 16","спец. проект","монолітно-каркасний","сьогодні о 19:08"
"13 000 грн","Позняки","Дарницький","Київ","1 кімната","32 м²","поверх 25 з 25","","","сьогодні о 22:05"
"7 500 грн","Оболонь","Оболонський","Київ","1 кімната","35 м²","поверх 8 з 8","чеський проект","панельні","сьогодні о 22:05"
"18 000 грн","Святошинський","Київ","","1 кімната","47 м²","3 поверх","","","сьогодні о 22:05"
"6 000 грн","Куренівка","Подільський","Київ","1 кімната","34 / 18 / 6 м²","поверх 9 з 9","","","сьогодні о 22:05"
"19 000 грн","Кудрявець","Шевченківський","Київ","1 кімната","30 м²","3 поверх","","","сьогодні о 22:05"
"9 700 грн","ЖК вул. Вірменська, 6а","Харьківський","Дарницький","1 кімната","25 / 18 / - м²","25 поверх","спец. проект","монолітно-каркасний","сьогодні о 22:05"
"45 960 грн","ЖК Chicago Central House","Нова забудова","Голосіївський","1 кімната","48 / 25 / 20 м²","поверх 14 з 25","спец. проект","монолітно-каркасний","сьогодні о 22:05"
"38 300 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","43 м²","поверх 18 з 24","спец. проект","монолітно-каркасний","сьогодні о 22:05"
"15 000 грн","ЖК 4 сезони","Голосіїво","Голосіївський","1 кімната","53 / 19 / 15 м²","поверх 17 з 23","спец. проект","монолітно-каркасний","сьогодні о 22:05"
"20 000 грн","ЖК Герцен-Парк","Татарка","Шевченківський","1 кімната","45 / - / 14 м²","поверх 8 з 19","","","сьогодні о 11:45"
"6 500 грн","Дарницький","Київ","","1 кімната","20 / - / 10 м²","поверх 3 з 3","","","сьогодні о 10:31"
"7 000 грн","Відрадний","Солом'янський","Київ","1 кімната","19 / - / 3 м²","поверх 2 з 5","гостинка","цегляний будинок","сьогодні о 10:49"
"10 000 грн","Солом'янка","Солом'янський","Київ","1 кімната","35 / - / 8 м²","поверх 2 з 16","","","сьогодні о 11:14"
"14 000 грн","Оболонь","Оболонський","Київ","1 кімната","48 / - / 8 м²","поверх 2 з 9","чеський проект","панельні","сьогодні о 12:42"
"19 000 грн","Шевченківський","Київ","","1 кімната","43.2 / - / 17 м²","поверх 18 з 24","монолітно-каркасний","","сьогодні о 12:17"
"8 998 грн","Подільський","Київ","","1 кімната","42 / - / 12 м²","поверх 3 з 5","дореволюційний","цегляний будинок","сьогодні о 13:36"
"17 000 грн","ЖК Teleskop ( Річард Хаус)","Позняки","Дарницький","1 кімната","42 / - / 12 м²","поверх 13 з 25","спец. проект","монолітно-каркасний","сьогодні о 13:31"
"16 000 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","39 / - / 5 м²","поверх 3 з 14","","","сьогодні о 14:26"
"18 000 грн","ЖК Seven","Позняки","Дарницький","1 кімната","40 / - / 18 м²","поверх 16 з 25","спец. проект","монолітно-каркасний","сьогодні о 13:37"
"12 000 грн","ЖК Orange City","Деміївка","Голосіївський","1 кімната","50 / - / 16 м²","поверх 19 з 26","монолітно-каркасний","","сьогодні о 14:17"
"8 000 грн","Святошинський","Київ","","1 кімната","40 / - / 10 м²","поверх 5 з 9","","","сьогодні о 14:33"
"8 000 грн","Куренівка","Подільський","Київ","1 кімната","34 / - / 6 м²","поверх 4 з 9","","","сьогодні о 14:35"
"8 000 грн","ЖК Милославичі","Троєщина","Деснянський","1 кімната","49 / - / 18 м²","поверх 16 з 25","АППС","утеплена панель","сьогодні о 14:34"
"12 000 грн","Лівобережний масив","Дніпровський","Київ","1 кімната","32 / - / 7.8 м²","поверх 9 з 9","гостинка","панельні","сьогодні о 14:15"
"11 000 грн","Теремки","Голосіївський","Київ","1 кімната","43 / - / 12 м²","поверх 4 з 5","цегляний будинок","","сьогодні о 14:49"
"27 576 грн","ЖК Славутич","Позняки","Дарницький","1 кімната","50 / - / 18 м²","поверх 7 з 26","цегляний будинок","","сьогодні о 15:47"
"15 000 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","39 / - / 5 м²","поверх 5 з 14","спец. проект","панельні","сьогодні о 15:40"
"24 000 грн","Голосіївський","Київ","","1 кімната","40.3 / - / 20.2 м²","поверх 8 з 9","","","сьогодні о 15:40"
"8 500 грн","Олександрівська Слобідка","Солом'янський","Київ","1 кімната","24 / - / 4 м²","поверх 3 з 4","сталінка","цегляний будинок","сьогодні о 15:31"
"9 500 грн","Шулявка","Солом'янський","Київ","1 кімната","32 / - / 10 м²","поверх 8 з 9","гостинка","цегляний будинок","сьогодні о 16:26"
"13 000 грн","ЖК пров. Балтійський, 23","Куренівка","Подільський","1 кімната","25 / - / 5 м²","поверх 22 з 25","монолітно-каркасний","","сьогодні о 16:32"
"6 000 грн","Лісовий","Деснянський","Київ","1 кімната","21 / - / 5 м²","поверх 7 з 9","гостинка","цегляний будинок","сьогодні о 16:41"
"26 810 грн","ЖК Great","Дарницький","Київ","1 кімната","48 / - / 14 м²","поверх 8 з 25","монолітно-каркасний","","сьогодні о 17:00"
"7 000 грн","Троєщина","Деснянський","Київ","1 кімната","35 / - / 7 м²","поверх 7 з 9","","","сьогодні о 16:50"
"12 000 грн","Голосіїво","Голосіївський","Київ","1 кімната","35 / - / 8 м²","поверх 3 з 14","цегляний будинок","","сьогодні о 13:22"
"9 000 грн","Святошинський","Київ","","1 кімната","41 / - / 12 м²","поверх 6 з 10","совмін","монолітно-каркасний","сьогодні о 08:27"
"9 500 грн","Троєщина","Деснянський","Київ","1 кімната","35 / - / 11 м²","поверх 9 з 26","","","сьогодні о 17:30"
"6 000 грн","Святошинський","Київ","","1 кімната","26 / - / 4 м²","поверх 3 з 3","цегляний будинок","","сьогодні о 17:14"
"12 000 грн","Місто Квітів. Парковий квартал","Сирець","Подільський","1 кімната","32 / - / 7 м²","поверх 12 з 16","спец. проект","монолітно-каркасний","сьогодні о 18:14"
"12 500 грн","Дарницький","Київ","","1 кімната","40 / - / 8 м²","поверх 13 з 24","","","сьогодні о 08:44"
"9 500 грн","ЖК Smart House","Шулявка","Солом'янський","1 кімната","20 / - / 5 м²","поверх 10 з 20","спец. проект","монолітно-каркасний","сьогодні о 18:43"
"9 000 грн","Лісовий","Деснянський","Київ","1 кімната","30 / - / 6 м²","поверх 9 з 9","хрущівка","панельні","сьогодні о 15:11"
"7 500 грн","Троєщина","Деснянський","Київ","1 кімната","38 / - / 8 м²","поверх 10 з 16","","","сьогодні о 20:08"
"20 000 грн","ЖК просп. Правди","Подільський","Київ","1 кімната","40 / - / 14 м²","поверх 13 з 25","","","сьогодні о 20:10"
"5 999 грн","Оболонь","Оболонський","Київ","1 кімната","31 / - / 6 м²","поверх 5 з 9","чеський проект","панельні","сьогодні о 08:14"
"15 000 грн","Печерськ","Печерський","Київ","1 кімната","29 / - / 7 м²","поверх 1 з 5","дореволюційний","цегляний будинок","сьогодні о 05:10"
"13 022 грн","ЖК Ліко-Град 2","Теремки-2","Голосіївський","1 кімната","52 / - / 18 м²","поверх 5 з 16","спец. проект","монолітно-каркасний","сьогодні о 19:49"
"17 000 грн","ЖК Комфорт Таун","Дніпровський","Київ","1 кімната","31 / - / 16 м²","поверх 4 з 9","спец. проект","монолітно-каркасний","сьогодні о 20:30"
"5 500 грн","Святошино","Святошинський","Київ","1 кімната","24 / - / 10 м²","поверх 4 з 5","хрущівка","цегляний будинок","сьогодні о 08:55"
"8 500 грн","Первомайський масив","Солом'янський","Київ","1 кімната","33 / - / 6 м²","поверх 4 з 6","хрущівка","цегляний будинок","сьогодні о 09:41"
"","","","","","","","","",""
"2 000 грн","Шевченківський","Київ","","1 кімната","57 / - / 20 м²","поверх 25 з 30","монолітно-каркасний","","сьогодні о 21:52"
"5 000 грн","Нивки","Шевченківський","Київ","1 кімната","30 / - / 6 м²","поверх 5 з 5","хрущівка","цегляний будинок","сьогодні о 20:37"
"11 000 грн","Новобіличі","Святошинський","Київ","1 кімната","52 / - / 8 м²","поверх 2 з 16","БПС","утеплена панель","сьогодні о 09:55"
"38 300 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","42 / - / 10 м²","поверх 13 з 24","спец. проект","монолітно-каркасний","сьогодні о 10:04"
"12 000 грн","ЖК вул. Урлівська, 30","Позняки","Дарницький","1 кімната","42 / - / 10 м²","поверх 16 з 24","серія КТ","утеплена панель","сьогодні о 21:14"
"12 000 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","38 / - / 9 м²","поверх 2 з 25","спец. проект","панельні","сьогодні о 21:24"
"8 000 грн","Відрадний","Солом'янський","Київ","1 кімната","32 / - / 6 м²","поверх 4 з 5","хрущівка","панельні","сьогодні о 22:16"
"22 000 грн","ЖК Поетичний","Позняки","Дарницький","1 кімната","54 / 25 / 15 м²","поверх 11 з 25","АППС","утеплена панель","сьогодні о 10:12"
"38 300 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","50 / 16 / 26 м²","поверх 3 з 19","спец. проект","монолітно-каркасний","сьогодні о 13:47"
"51 705 грн","ЖК Park Avenue VIP","Деміївка","Голосіївський","1 кімната","64 / 20 / 25 м²","поверх 19 з 25","спец. проект","монолітно-каркасний","сьогодні о 15:40"
"9 000 грн","Солом'янський","Київ","","1 кімната","35 / 20 / 8 м²","поверх 1 з 5","цегляний будинок","","сьогодні о 19:09"
"34 470 грн","ЖК вул. Ділова, 2б","Черепанова гора","Печерський","1 кімната","57 / 38 / 10 м²","поверх 9 з 25","спец. проект","монолітно-каркасний","сьогодні о 20:43"
"13 000 грн","ЖК Be the One","Академмістечко","Святошинський","1 кімната","22 / 8 / 7 м²","поверх 9 з 19","цегляний будинок","","сьогодні о 14:45"
"23 000 грн","ЖК Нова Англія","Голосіїво","Голосіївський","1 кімната","42 / 26 / 15 м²","поверх 4 з 20","спец. проект","панельні","сьогодні о 11:11"
"16 000 грн","ЖК Еврика","Теремки-2","Голосіївський","1 кімната","38 / 20 / 8 м²","поверх 15 з 24","серія КТ","утеплена панель","сьогодні о 12:15"
"9 000 грн","Сирець","Подільський","Київ","1 кімната","38 / 19 / 9 м²","поверх 2 з 5","серія 96","утеплена панель","4 січня"
"14 500 грн","ЖК Комфорт Таун","Соцмісто","Дніпровський","1 кімната","40 / 18 / 14 м²","поверх 6 з 9","спец. проект","монолітно-каркасний","8 січня"
"35 122 грн","ЖК Аристократ","Нижній Печерськ","Печерський","1 кімната","50 / 15 / 12 м²","поверх 16 з 24","спец. проект","монолітно-каркасний","9 січня"
"11 999 грн","Соцмісто","Дніпровський","Київ","1 кімната","36 / 18 / 6 м²","поверх 5 з 5","хрущівка","цегляний будинок","сьогодні о 20:44"
"17 500 грн","ЖК вул. Федора Кричевського, 19","Подільський","Київ","1 кімната","45 / 25 / 18 м²","поверх 20 з 25","","","сьогодні о 07:20"
"15 500 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","42 / 28 / 14 м²","поверх 13 з 23","спец. проект","монолітно-каркасний","сьогодні о 14:07"
"38 300 грн","ЖК Аристократ","Нижній Печерськ","Печерський","1 кімната","55 / 40 / 10 м²","поверх 4 з 23","","","сьогодні о 10:26"
"22 500 грн","ЖК Львівський квартал","Шевченківський","Київ","1 кімната","40 / 20 / 6 м²","поверх 7 з 11","спец. проект","монолітно-каркасний","вчора о 13:47"
"14 000 грн","ЖК Комфорт Таун","Дніпровський","Київ","1 кімната","31 / 10 / 14 м²","поверх 6 з 9","спец. проект","монолітно-каркасний","сьогодні о 15:54"
"38 300 грн","ЖК Французький квартал","Нижній Печерськ","Печерський","1 кімната","42 / 20 / 10 м²","поверх 5 з 12","спец. проект","монолітно-каркасний","вчора о 16:52"
"34 470 грн","ЖК Crystal Park","Шулявка","Шевченківський","1 кімната","47 / 1 / 1 м²","поверх 5 з 10","спец. проект","монолітно-каркасний","сьогодні о 08:31"
"20 000 грн","Печерськ","Печерський","Київ","1 кімната","42 / 25 / 14 м²","поверх 5 з 9","","","сьогодні о 14:36"
"11 500 грн","Відрадний","Солом'янський","Київ","1 кімната","32 / 15 / 6 м²","поверх 2 з 5","хрущівка","цегляний будинок","вчора о 20:04"
"42 130 грн","ЖК вул. Богдана Хмельницького, 58а","Історичний центр","Шевченківський","1 кімната","60 / 40 / 20 м²","поверх 12 з 25","спец. проект","монолітно-каркасний","сьогодні о 20:06"
