price,dist1,dist2,dist3,rooms,square,floor,type1,type2,type3,metro
49 620 грн,ЖК Французький квартал,Нижній Печерськ,Печерський,3 кімнати,90 / 35 / 15 м²,поверх 4 з 10,спец. проект,монолітно-каркасний,2015.0,1
152 675 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,4 кімнати,192 / 70 / 45 м²,поверх 22 з 23,спец. проект,монолітно-каркасний,2014.0,1
99 239 грн,ЖК Аристократ,Нижній Печерськ,Печерський,4 кімнати,183 / 105 / 25 м²,поверх 20 з 25,спец. проект,монолітно-каркасний,2018.0,1
103 056 грн,ЖК Nobel Homes,Історичний центр,Шевченківський,3 кімнати,114 / 60 / 35 м²,поверх 12 з 14,спец. проект,монолітно-каркасний,2015.0,1
41 986 грн,Чорна Гора,Печерський,Київ,4 кімнати,172 / 120 / 20 м²,поверх 13 з 16,спец. проект,монолітно-каркасний,2001.0,1
45 803 грн,"ЖК бульвар Лесі Українки, 23, 30Б",Печерськ,Печерський,3 кімнати,120 / 60 / 20 м²,поверх 21 з 25,спец. проект,монолітно-каркасний,2003.0,1
91 605 грн,ЖК Липська вежа,Липки,Печерський,3 кімнати,150 / 115 / 20 м²,поверх 5 з 24,спец. проект,монолітно-каркасний,2009.0,1
70 613 грн,Старий Київ,Шевченківський,Київ,4 кімнати,153 / 90 / 19 м²,поверх 3 з 5,дореволюційний,цегляний будинок,1917.0,1
95 422 грн,"ЖК вул. Антоновича (Горького), 72",Нова забудова,Голосіївський,4 кімнати,230 / 112 / 21 м²,поверх 15 з 18,спец. проект,монолітно-каркасний,2006.0,1
76 338 грн,ЖК Придніпровський,Лівобережний масив,Дніпровський,6 кімнат,260 / 220 / 40 м²,поверх 23 з 23,спец. проект,монолітно-каркасний,2005.0,1
152 675 грн,ЖК Бульвар Фонтанів,Нижній Печерськ,Печерський,4 кімнати,200 / 60 / 40 м²,поверх 3 з 15,спец. проект,монолітно-каркасний,2017.0,1
91 605 грн,ЖК Творець,Нижній Печерськ,Печерський,3 кімнати,170 / 140 / 30 м²,поверх 5 з 17,спец. проект,монолітно-каркасний,2004.0,1
38 169 грн,ЖК Хвиля,Печерськ,Печерський,4 кімнати,180 / 80 / 70 м²,поверх 14 з 24,спец. проект,монолітно-каркасний,2005.0,1
610 700 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,6 кімнат,1203 / 706 / 125 м²,поверх 30 з 31,спец. проект,монолітно-каркасний,2012.0,1
267 182 грн,"ЖК вул. Грушевського, 9а",Печерськ,Печерський,4 кімнати,240 / 140 / 29.1 м²,поверх 7 з 18,спец. проект,монолітно-каркасний,2007.0,1
68 704 грн,ЖК Квартет,Солом'янка,Солом'янський,3 кімнати,99 / 61 / 18 м²,поверх 10 з 25,спец. проект,цегляний будинок,2018.0,1
114 507 грн,Старий Київ,Шевченківський,Київ,5 кімнат,232 / 190 / 20 м²,поверх 5 з 8,спец. проект,монолітно-каркасний,2005.0,1
38 169 грн,"ЖК вул. Московська, 46/2",Печерськ,Печерський,3 кімнати,124 / 70.6 / 21.3 м²,поверх 6 з 10,спец. проект,монолітно-каркасний,2006.0,1
91 605 грн,Історичний центр,Шевченківський,Київ,3 кімнати,120 / 75 / 25 м²,поверх 8 з 9,совмін,цегляний будинок,1972.0,1
28 627 грн,Поділ,Подільський,Київ,3 кімнати,78 / 42 / 12 м²,поверх 3 з 5,цегляний будинок,,,1
57 254 грн,Нова забудова,Голосіївський,Київ,5 кімнат,162 / 120 / 10 м²,поверх 6 з 7,дореволюційний,цегляний будинок,1914.0,1
53 437 грн,Нова забудова,Голосіївський,Київ,4 кімнати,173 / 90 / 19 м²,поверх 3 з 5,дореволюційний,цегляний будинок,1911.0,1
18 999 грн,Лівобережний масив,Дніпровський,Київ,3 кімнати,65 / 41 / 10 м²,поверх 3 з 9,серія 96,утеплена панель,1977.0,1
28 000 грн,Оболонь,Оболонський,Київ,3 кімнати,135 / 90 / 15 м²,поверх 14 з 16,спец. проект,цегляний будинок,1998.0,1
83 972 грн,Печерськ,Печерський,Київ,4 кімнати,135 / 91 / 14 м²,поверх 5 з 9,спец. проект,монолітно-каркасний,2002.0,1
76 338 грн,ЖК Липська вежа,Липки,Печерський,3 кімнати,150 / 120 / 25 м²,поверх 8 з 23,спец. проект,монолітно-каркасний,2009.0,1
95 422 грн,Нова забудова,Шевченківський,Київ,5 кімнат,165 / 100 / 15 м²,поверх 2 з 4,дореволюційний,цегляний будинок,1911.0,1
61 071 грн,ЖК Park Avenue VIP,Деміївка,Голосіївський,3 кімнати,100 / 60 / 20 м²,поверх 12 з 23,спец. проект,монолітно-каркасний,2013.0,1
38 169 грн,Липки,Печерський,Київ,3 кімнати,110 / 66 / 10 м²,поверх 4 з 4,сталінка,цегляний будинок,,1
76 338 грн,Нова забудова,Голосіївський,Київ,3 кімнати,107 / 70 / 25 м²,поверх 5 з 7,дореволюційний,цегляний будинок,1917.0,1
118 324 грн,ЖК PecherSKY,Звіринець,Печерський,3 кімнати,130 / 70 / 15 м²,поверх 15 з 24,спец. проект,монолітно-каркасний,2013.0,1
57 254 грн,"ЖК вул. Євгена Коновальця (Щорса), 36в",Нижній Печерськ,Печерський,3 кімнати,140 / 80 / 20 м²,поверх 7 з 25,спец. проект,монолітно-каркасний,2011.0,1
45 803 грн,ЖК Park Avenue VIP,Деміївка,Голосіївський,3 кімнати,105 / 80 / 20 м²,поверх 17 з 23,спец. проект,монолітно-каркасний,2018.0,1
26 000 грн,Соцмісто,Дніпровський,Київ,3 кімнати,158 / 88 / 18 м²,поверх 5 з 8,спец. проект,монолітно-каркасний,2000.0,1
133 591 грн,ЖК Renaissance Residence,Звіринець,Печерський,4 кімнати,170 / 115 / 25 м²,поверх 3 з 8,спец. проект,монолітно-каркасний,2013.0,1
80 155 грн,ЖК Crystal Park,Шулявка,Шевченківський,3 кімнати,84 / 35 / 35 м²,поверх 15 з 23,спец. проект,монолітно-каркасний,2013.0,1
59 162 грн,ЖК Park Avenue VIP,Деміївка,Голосіївський,3 кімнати,100 / 80 / 15 м²,поверх 13 з 23,спец. проект,монолітно-каркасний,2013.0,1
133 591 грн,Старий Київ,Шевченківський,Київ,4 кімнати,146 / 100 / 25 м²,поверх 6 з 6,дореволюційний,цегляний будинок,1909.0,1
95 422 грн,Історичний центр,Шевченківський,Київ,4 кімнати,146 / 80 / 20 м²,поверх 7 з 7,дореволюційний,цегляний будинок,1913.0,1
118 324 грн,ЖК Новопечерські Липки,Чорна Гора,Печерський,3 кімнати,165 / 100 / 25 м²,поверх 28 з 30,спец. проект,монолітно-каркасний,2016.0,1
26 719 грн,"ЖК вул. Львівська, 26а",Святошино,Святошинський,4 кімнати,110 / 68 / 22 м²,поверх 3 з 25,спец. проект,монолітно-каркасний,2009.0,1
55 345 грн,Нижній Печерськ,Печерський,Київ,3 кімнати,140 / 60 / 11 м²,поверх 17 з 26,,,,1
61 071 грн,Нова забудова,Голосіївський,Київ,4 кімнати,215 / 75 / 25 м²,поверх 3 з 4,дореволюційний,цегляний будинок,1917.0,1
36 261 грн,Солом'янка,Солом'янський,Київ,3 кімнати,140 / 80 / 20 м²,поверх 11 з 12,спец. проект,монолітно-каркасний,2003.0,1
68 704 грн,ЖК Новопечерський двір,Чорна Гора,Печерський,4 кімнати,140 / 100 / 40 м²,поверх 10 з 22,спец. проект,монолітно-каркасний,2015.0,1
41 986 грн,Нова забудова,Голосіївський,Київ,4 кімнати,126 / 60 / 42 м²,поверх 2 з 5,дореволюційний,цегляний будинок,1917.0,1
99 239 грн,ЖК Воздвиженка,Поділ,Подільський,5 кімнат,160 / 125 / 20 м²,поверх 3 з 3,спец. проект,цегляний будинок,2012.0,1
133 591 грн,Старий Київ,Шевченківський,Київ,5 кімнат,145 / 70 / 50 м²,поверх 3 з 5,дореволюційний,цегляний будинок,1908.0,1
