price,district,rooms,floor,metro,total_area,kitchen_area,floor_total
141710,Печерський,3,7.0,1,155.0,30.0,25.0
49790,Голосіївський,2,5.0,1,74.0,17.0,5.0
84260,Голосіївський,2,11.0,1,80.0,28.0,22.0
14000,Голосіївський,1,14.0,1,30.0,10.0,25.0
44045,Печерський,3,21.0,1,123.0,23.0,21.0
34470,Печерський,3,5.0,1,117.0,25.0,17.0
26810,Голосіївський,2,5.0,1,45.0,15.0,5.0
134050,Печерський,4,2.0,1,170.0,21.0,6.0
42130,Голосіївський,3,9.0,1,100.0,30.0,20.0
114900,Шевченківський,5,9.0,1,210.0,50.0,9.0
42130,Печерський,4,24.0,1,155.0,22.0,27.0
57450,Шевченківський,2,12.0,1,47.0,17.0,19.0
28000,Печерський,2,5.0,1,85.0,14.0,22.0
32000,Шевченківський,2,19.0,1,80.0,30.0,25.0
68940,Шевченківський,5,3.0,1,230.0,23.0,4.0
68940,Голосіївський,3,21.0,1,120.0,30.0,23.0
38000,Голосіївський,3,4.0,1,123.0,10.0,6.0
68940,Шевченківський,3,2.0,1,85.0,1.0,4.0
49790,Печерський,3,4.0,1,90.0,15.0,10.0
57450,Печерський,3,5.0,1,80.0,25.0,12.0
99580,Шевченківський,4,14.0,1,105.0,12.0,19.0
49790,Голосіївський,2,22.0,1,65.0,25.0,24.0
153200,Печерський,4,22.0,1,192.0,45.0,23.0
57450,Голосіївський,2,21.0,1,65.0,20.0,31.0
153200,Шевченківський,3,2.0,1,207.0,60.0,12.0
25000,Голосіївський,3,21.0,1,82.0,20.0,24.0
25000,Шевченківський,2,17.0,1,68.0,10.0,25.0
32555,Печерський,2,6.0,1,68.0,9.0,6.0
76600,Печерський,2,6.0,1,230.0,30.0,9.0
23000,Солом'янський,1,11.0,1,55.0,12.0,21.0
18000,Печерський,2,3.0,1,48.0,10.0,5.0
24500,Дніпровський,2,13.0,1,79.0,14.0,30.0
51705,Шевченківський,4,8.0,1,140.0,40.0,24.0
57450,Шевченківський,2,19.0,1,74.0,15.0,19.0
45960,Печерський,2,4.0,1,55.0,10.0,10.0
84260,Печерський,1,10.0,1,62.0,20.0,31.0
28725,Голосіївський,2,6.0,1,45.0,10.0,25.0
52000,Подільський,2,6.0,1,89.0,11.0,8.0
61280,Дарницький,3,13.0,1,86.0,30.0,21.0
72770,Печерський,2,20.0,1,78.0,20.0,25.0
36000,Печерський,3,14.0,1,136.0,25.0,24.0
38300,Печерський,3,4.0,1,112.0,12.0,4.0
57450,Печерський,4,5.0,1,125.0,18.0,22.0
28000,Голосіївський,2,21.0,1,86.0,16.0,24.0
99580,Печерський,4,20.0,1,183.0,25.0,25.0
45960,Подільський,3,5.0,1,198.0,38.0,5.0
103410,Шевченківський,3,12.0,1,114.0,35.0,14.0
47875,Шевченківський,2,8.0,1,77.0,18.0,26.0
45960,Печерський,2,6.0,1,55.0,15.0,26.0
32555,Печерський,2,7.0,1,86.0,17.0,18.0
30640,Шевченківський,2,2.0,1,62.0,15.0,5.0
45000,Шевченківський,4,4.0,1,175.0,36.6,24.0
21000,Дарницький,3,13.0,1,78.0,16.0,25.0
49790,Печерський,3,4.0,1,90.0,17.0,6.0
42130,Печерський,4,13.0,1,172.0,20.0,16.0
34470,Голосіївський,1,6.0,1,41.0,10.0,23.0
45960,Печерський,3,21.0,1,120.0,20.0,25.0
23000,Дарницький,1,15.0,1,55.0,15.0,23.0
11000,Оболонський,1,14.0,1,41.0,8.0,22.0
45960,Оболонський,1,13.0,1,47.0,25.0,15.0
38300,Печерський,4,14.0,1,180.0,70.0,24.0
91920,Печерський,3,5.0,1,170.0,30.0,17.0
12000,Голосіївський,2,3.0,1,65.0,10.0,9.0
612800,Печерський,6,30.0,1,1203.0,125.0,31.0
268100,Печерський,4,7.0,1,240.0,29.1,18.0
38300,Шевченківський,2,10.0,1,74.0,25.0,23.0
45000,Дніпровський,4,22.0,1,130.0,14.0,22.0
49790,Печерський,2,3.0,1,60.0,15.0,17.0
68940,Солом'янський,3,10.0,1,99.0,18.0,25.0
25000,Шевченківський,1,3.0,1,31.0,6.0,5.0
95750,Голосіївський,4,15.0,1,230.0,21.0,18.0
76600,Дніпровський,6,23.0,1,260.0,40.0,23.0
42130,Печерський,2,20.0,1,78.5,25.0,22.0
12000,Голосіївський,2,12.0,1,65.0,13.0,25.0
12500,Дарницький,1,23.0,1,42.0,9.0,25.0
17500,Дарницький,1,11.0,1,41.0,12.0,25.0
8000,Дарницький,2,4.0,1,55.0,9.0,16.0
9000,Шевченківський,2,2.0,1,43.0,8.0,5.0
24000,Печерський,3,2.0,1,89.0,12.0,5.0
35000,Шевченківський,2,28.0,1,53.0,24.0,32.0
122560,Печерський,3,13.0,1,130.0,35.0,24.0
91920,Печерський,3,5.0,1,150.0,20.0,24.0
38300,Печерський,2,4.0,1,75.0,15.0,18.0
14000,Голосіївський,1,23.0,1,30.0,5.0,25.0
114900,Шевченківський,5,5.0,1,232.0,20.0,8.0
16500,Печерський,2,1.0,1,63.0,10.0,5.0
153200,Печерський,2,24.0,1,105.0,45.0,24.0
49790,Дарницький,2,23.0,1,70.0,16.0,25.0
153200,Печерський,4,3.0,1,200.0,40.0,15.0
28725,Подільський,3,3.0,1,78.0,12.0,5.0
38300,Печерський,3,6.0,1,124.0,21.3,10.0
29000,Печерський,3,18.0,1,100.0,29.0,27.0
26000,Шевченківський,1,2.0,1,52.0,15.0,10.0
91920,Шевченківський,3,8.0,1,120.0,25.0,9.0
14000,Голосіївський,1,12.0,1,37.0,10.0,16.0
70855,Шевченківський,4,3.0,1,153.0,19.0,5.0
16500,Дарницький,1,2.0,1,35.0,7.6,9.0
32000,Дарницький,4,25.0,1,128.0,30.0,26.0
30640,Шевченківський,2,5.0,1,80.0,12.0,5.0
26810,Голосіївський,1,7.0,1,37.0,1.0,15.0
26810,Печерський,2,2.0,1,80.0,10.0,5.0
15000,Печерський,2,2.0,1,50.0,7.0,5.0
18999,Святошинський,3,15.0,1,80.7,14.9,21.0
49790,Шевченківський,2,21.0,1,100.3,14.4,23.0
84260,Печерський,4,5.0,1,135.0,14.0,9.0
50000,Печерський,3,17.0,1,135.0,20.0,25.0
14000,Печерський,1,6.0,1,30.0,5.0,9.0
61280,Голосіївський,3,12.0,1,100.0,20.0,23.0
19000,Оболонський,3,1.0,1,70.0,9.0,12.0
76600,Печерський,3,8.0,1,150.0,25.0,23.0
95750,Шевченківський,5,2.0,1,165.0,15.0,4.0
38300,Печерський,1,7.0,1,57.0,10.0,25.0
18000,Шевченківський,3,3.0,1,90.0,15.0,5.0
61280,Голосіївський,4,3.0,1,215.0,25.0,4.0
58000,Дарницький,5,18.0,1,257.1,18.4,19.0
14000,Печерський,2,1.0,1,46.0,7.0,9.0
55535,Печерський,3,17.0,1,140.0,11.0,26.0
42130,Голосіївський,4,2.0,1,126.0,42.0,5.0
68940,Шевченківський,2,10.0,1,123.0,55.0,24.0
134050,Шевченківський,5,3.0,1,145.0,50.0,5.0
134050,Шевченківський,4,4.0,1,175.0,20.0,9.0
17000,Печерський,2,2.0,1,46.0,5.0,4.0
72770,Голосіївський,2,23.0,1,100.0,20.0,23.0
57450,Шевченківський,2,2.0,1,60.0,10.0,5.0
34470,Голосіївський,2,3.0,1,72.0,21.0,5.0
68940,Печерський,4,10.0,1,140.0,40.0,22.0
30640,Голосіївський,2,2.0,1,56.0,9.0,4.0
30640,Шевченківський,1,16.0,1,67.0,20.0,24.0
21065,Печерський,2,2.0,1,65.0,15.0,25.0
59365,Голосіївський,3,13.0,1,100.0,15.0,23.0
80430,Печерський,4,11.0,1,198.0,16.0,13.0
118730,Печерський,3,28.0,1,165.0,25.0,30.0
26810,Святошинський,4,3.0,1,110.0,22.0,25.0
91920,Печерський,4,5.0,1,210.0,35.0,6.0
57450,Шевченківський,5,4.0,1,234.0,42.0,8.0
16000,Дніпровський,2,16.0,1,78.0,12.0,16.0
30000,Голосіївський,4,4.0,1,165.0,16.0,23.0
61280,Голосіївський,3,4.0,1,100.0,18.0,23.0
160860,Печерський,3,7.0,1,122.0,25.0,9.0
38300,Солом'янський,3,11.0,1,140.0,20.0,12.0
23000,Дарницький,1,17.0,1,50.0,16.0,25.0
99580,Подільський,5,3.0,1,160.0,20.0,3.0
57450,Шевченківський,2,2.0,1,72.0,12.0,15.0
8000,Дарницький,2,8.0,1,55.0,8.0,16.0
30640,Печерський,2,2.0,1,78.0,18.0,5.0
26810,Печерський,1,15.0,1,50.0,18.0,22.0
134050,Шевченківський,4,6.0,1,146.0,25.0,6.0
12500,Дарницький,3,24.0,1,46.0,7.0,26.0
25000,Голосіївський,3,5.0,1,90.0,12.0,16.0
95750,Шевченківський,4,7.0,1,146.0,20.0,7.0
38300,Печерський,3,4.0,1,110.0,10.0,4.0
32555,Печерський,1,2.0,1,45.0,14.0,16.0
20000,Печерський,2,3.0,1,53.0,9.0,5.0
38300,Оболонський,1,16.0,1,50.0,20.0,25.0
28000,Оболонський,2,24.0,1,67.0,30.0,26.0
76600,Голосіївський,3,5.0,1,107.0,25.0,7.0
35000,Печерський,4,3.0,1,120.0,15.0,7.0
134050,Печерський,4,3.0,1,170.0,25.0,8.0
45960,Голосіївський,3,14.0,1,106.0,30.0,15.0
29999,Печерський,4,2.0,1,141.0,35.0,20.0
15000,Подільський,2,3.0,1,44.4,7.0,9.0
57450,Печерський,3,2.0,1,120.0,20.0,5.0
45960,Печерський,5,14.0,1,170.0,26.0,16.0
9000,Дарницький,1,14.0,1,42.0,9.0,20.0
38300,Голосіївський,2,10.0,1,70.0,18.0,23.0
34470,Шевченківський,3,10.0,1,108.0,9.0,14.0
26000,Печерський,3,5.0,1,71.5,7.0,5.0
31500,Печерський,2,16.0,1,70.0,10.0,20.0
23500,Голосіївський,1,7.0,1,45.0,16.0,9.0
34470,Дарницький,2,24.0,1,67.0,20.0,24.0
30640,Печерський,1,5.0,1,47.0,16.0,19.0
49790,Дніпровський,3,17.0,1,91.0,20.0,33.0
22000,Печерський,1,10.0,1,45.0,15.0,14.0
57450,Печерський,1,17.0,1,55.0,6.0,24.0
15000,Оболонський,2,7.0,1,52.0,9.0,9.0
10000,Дніпровський,1,3.0,1,30.0,7.0,9.0
53620,Голосіївський,2,7.0,1,62.0,20.0,21.0
21065,Голосіївський,1,2.0,1,42.0,8.0,5.0
91920,Печерський,2,3.0,1,100.0,15.0,25.0
30000,Печерський,2,9.0,1,82.0,18.0,23.0
45960,Голосіївський,3,17.0,1,105.0,20.0,23.0
14000,Оболонський,3,2.0,1,65.0,8.5,9.0
32000,Шевченківський,3,17.0,1,98.0,14.0,25.0
27000,Печерський,2,3.0,1,65.0,35.0,6.0
22980,Шевченківський,1,6.0,1,42.0,8.0,6.0
61280,Печерський,4,10.0,1,186.0,20.0,18.0
25000,Печерський,3,3.0,1,82.0,10.0,6.0
22999,Печерський,2,5.0,1,44.0,12.0,5.0
38300,Печерський,2,15.0,1,62.0,25.0,22.0
21000,Голосіївський,3,19.0,1,82.0,14.0,25.0
17235,Голосіївський,1,24.0,1,46.0,10.0,25.0
130220,Печерський,4,30.0,1,130.0,20.0,30.0
67025,Печерський,4,7.0,1,162.0,7.0,11.0
25000,Подільський,2,3.0,1,49.0,20.0,4.0
536200,Голосіївський,5,29.0,1,235.0,45.0,30.0
191500,Печерський,4,16.0,1,195.0,26.0,18.0
57450,Голосіївський,3,9.0,1,140.0,35.0,9.0
23000,Дарницький,2,13.0,1,76.0,15.0,25.0
99580,Печерський,3,13.0,1,130.0,30.0,28.0
25000,Святошинський,4,11.0,1,120.0,16.0,21.0
36385,Шевченківський,3,20.0,1,130.0,1.0,25.0
76600,Печерський,3,5.0,1,200.0,20.0,8.0
16000,Шевченківський,1,25.0,1,42.0,12.0,30.0
76600,Печерський,3,3.0,1,196.0,20.0,8.0
114900,Печерський,4,3.0,1,195.0,25.0,23.0
25000,Шевченківський,2,13.0,1,99.0,16.0,24.0
15990,Оболонський,1,23.0,1,50.0,15.0,25.0
38300,Печерський,3,5.0,1,86.0,10.0,5.0
36385,Шевченківський,2,19.0,1,60.0,15.0,26.0
16500,Голосіївський,2,5.0,1,57.0,9.0,5.0
76600,Голосіївський,5,7.0,1,240.0,30.0,7.0
14400,Печерський,2,2.0,1,60.0,7.7,5.0
53582,Шевченківський,3,9.0,1,100.0,20.0,23.0
28725,Шевченківський,2,2.0,1,60.0,10.0,10.0
17500,Дніпровський,2,8.0,1,51.0,10.0,26.0
16000,Оболонський,1,4.0,1,43.0,12.0,25.0
57450,Печерський,3,4.0,1,100.0,33.0,7.0
45960,Печерський,3,10.0,1,117.0,20.0,11.0
26000,Печерський,2,4.0,1,58.0,10.0,7.0
42130,Подільський,4,6.0,1,148.0,15.0,10.0
16000,Дніпровський,2,21.0,1,46.0,17.0,25.0
47000,Печерський,2,6.0,1,85.0,20.0,24.0
36385,Голосіївський,3,10.0,1,115.0,15.0,25.0
22900,Оболонський,3,18.0,1,102.0,16.0,25.0
34470,Шевченківський,2,16.0,1,76.0,35.0,24.0
17000,Шевченківський,3,7.0,1,80.0,9.0,8.0
88090,Шевченківський,4,3.0,1,160.0,40.0,7.0
38300,Печерський,2,3.0,1,63.5,6.9,7.0
26810,Оболонський,1,20.0,1,47.0,10.0,25.0
191500,Печерський,4,7.0,1,220.0,40.0,8.0
76600,Печерський,3,9.0,1,160.0,30.0,20.0
134050,Оболонський,5,9.0,1,330.0,50.0,10.0
57450,Печерський,4,11.0,1,200.0,15.0,16.0
24895,Печерський,2,1.0,1,45.0,6.0,5.0
38300,Шевченківський,2,3.0,1,74.0,10.0,5.0
30640,Шевченківський,3,4.0,1,75.0,10.0,5.0
23000,Святошинський,2,6.0,1,47.0,12.0,16.0
10000,Подільський,1,5.0,1,60.0,7.0,6.0
18000,Шевченківський,2,4.0,1,51.0,8.0,5.0
126390,Печерський,4,24.0,1,172.0,20.0,25.0
38300,Шевченківський,3,9.0,1,140.0,23.0,20.0
45960,Шевченківський,3,3.0,1,173.0,18.0,10.0
84260,Шевченківський,5,4.0,1,215.0,20.0,5.0
49790,Голосіївський,3,4.0,1,120.0,25.0,9.0
114900,Шевченківський,4,3.0,1,240.0,35.0,6.0
26810,Голосіївський,2,9.0,1,71.0,12.0,10.0
27000,Голосіївський,2,2.0,1,110.0,40.0,6.0
25000,Шевченківський,2,11.0,1,74.0,10.0,12.0
30640,Печерський,2,3.0,1,63.0,15.0,23.0
36385,Дарницький,2,17.0,1,60.0,24.0,23.0
18000,Дарницький,1,3.0,1,55.0,21.0,24.0
28725,Дарницький,2,16.0,1,90.0,22.0,23.0
25000,Дарницький,1,22.0,1,50.0,20.0,25.0
22000,Голосіївський,2,6.0,1,51.0,12.0,7.0
32555,Дарницький,1,9.0,1,60.0,20.0,23.0
76600,Печерський,3,4.0,1,82.0,10.0,9.0
45960,Печерський,2,3.0,1,57.0,10.0,4.0
65110,Оболонський,5,9.0,1,270.0,20.0,11.0
76600,Шевченківський,3,2.0,1,99.0,18.0,4.0
42130,Печерський,2,20.0,1,80.0,18.0,24.0
766000,Печерський,6,18.0,1,555.0,32.0,20.0
18500,Голосіївський,3,10.0,1,75.0,20.0,16.0
28725,Шевченківський,1,17.0,1,40.0,10.0,25.0
38300,Шевченківський,3,2.0,1,144.0,12.0,6.0
34000,Дарницький,2,5.0,1,86.0,22.0,25.0
95750,Голосіївський,3,12.0,1,113.0,40.0,24.0
10000,Дарницький,2,3.0,1,46.9,8.0,9.0
38300,Печерський,3,7.0,1,152.0,35.0,11.0
21999,Дарницький,1,6.0,1,47.0,12.8,25.0
38000,Подільський,3,4.0,1,100.0,30.0,4.0
44045,Шевченківський,2,15.0,1,127.0,9.0,24.0
153200,Шевченківський,4,4.0,1,160.0,35.0,5.0
95750,Голосіївський,3,5.0,1,117.0,25.0,6.0
11500,Дарницький,1,10.0,1,31.0,8.0,12.0
12000,Оболонський,1,7.0,1,30.0,10.0,9.0
38300,Голосіївський,4,12.0,1,160.0,15.0,17.0
38300,Подільський,3,3.0,1,88.0,15.0,5.0
21000,Святошинський,3,3.0,1,86.0,14.0,5.0
17000,Оболонський,3,9.0,1,70.0,10.0,16.0
33000,Шевченківський,3,14.0,1,124.0,1.0,25.0
40598,Дарницький,3,7.0,1,95.0,15.0,24.0
38300,Голосіївський,2,5.0,1,68.0,10.0,16.0
51705,Голосіївський,2,19.0,1,60.0,10.0,25.0
12000,Дарницький,1,5.0,1,25.0,6.0,12.0
11500,Дарницький,1,3.0,1,48.0,15.0,24.0
25000,Печерський,2,4.0,1,60.0,8.0,8.0
86175,Шевченківський,3,2.0,1,100.0,12.0,3.0
21999,Дарницький,3,5.0,1,115.0,30.0,23.0
76600,Шевченківський,5,5.0,1,207.0,25.0,6.0
13000,Голосіївський,1,2.0,1,45.0,11.0,16.0
8000,Святошинський,2,6.0,1,48.0,9.0,16.0
76600,Шевченківський,3,10.0,1,130.0,40.0,10.0
42130,Шевченківський,2,11.0,1,86.0,25.0,14.0
18000,Голосіївський,1,6.0,1,50.0,15.0,17.0
114900,Печерський,6,15.0,1,400.0,21.7,16.0
76600,Печерський,4,10.0,1,241.0,35.0,13.0
49790,Голосіївський,3,11.0,1,126.0,15.0,20.0
111070,Шевченківський,4,3.0,1,107.0,24.0,10.0
57450,Печерський,4,3.0,1,137.0,1.0,8.0
57450,Дніпровський,4,24.0,1,120.0,45.0,25.0
91920,Шевченківський,4,7.0,1,156.0,32.0,10.0
49790,Печерський,2,16.0,1,55.0,10.0,24.0
45960,Печерський,3,4.0,1,146.0,25.0,24.0
23000,Печерський,2,3.0,1,89.9,14.5,3.0
65110,Подільський,4,4.0,1,161.0,15.0,8.0
88090,Шевченківський,4,5.0,1,200.0,20.0,7.0
42130,Подільський,2,3.0,1,55.0,15.0,3.0
53620,Голосіївський,3,4.0,1,80.0,37.0,4.0
12000,Оболонський,1,4.0,1,37.0,12.0,9.0
44045,Дніпровський,3,3.0,1,100.0,12.0,10.0
49790,Печерський,2,19.0,1,45.0,15.0,25.0
16000,Святошинський,1,2.0,1,44.0,12.0,24.0
153200,Печерський,4,2.0,1,200.0,20.0,15.0
49790,Шевченківський,4,2.0,1,180.0,60.0,4.0
35000,Шевченківський,3,2.0,1,120.0,35.0,4.0
21000,Святошинський,2,4.0,1,48.0,12.0,16.0
76600,Печерський,2,5.0,1,86.0,16.0,15.0
22000,Голосіївський,1,2.0,1,38.0,5.0,7.0
72770,Печерський,3,7.0,1,107.0,20.0,23.0
76600,Печерський,3,7.0,1,145.0,19.0,23.0
32000,Печерський,3,1.0,1,110.0,16.0,9.0
76600,Печерський,4,21.0,1,195.0,50.0,45.0
19000,Дніпровський,2,14.0,1,75.0,12.0,16.0
28000,Шевченківський,3,5.0,1,80.0,10.0,5.0
34470,Печерський,2,13.0,1,54.0,13.0,20.0
23000,Дарницький,3,17.0,1,108.0,19.0,23.0
20000,Святошинський,3,8.0,1,115.0,15.0,16.0
33053,Печерський,2,5.0,1,62.0,25.0,5.0
383000,Подільський,5,4.0,1,268.0,30.0,5.0
24998,Печерський,2,1.0,1,64.0,9.0,7.0
51705,Голосіївський,2,11.0,1,88.0,15.0,24.0
14000,Голосіївський,1,22.0,1,37.0,17.0,25.0
19150,Дарницький,3,6.0,1,95.0,15.0,16.0
26810,Печерський,3,2.0,1,80.0,9.0,7.0
63195,Дарницький,3,13.0,1,170.0,30.0,25.0
45960,Голосіївський,3,4.0,1,119.0,32.0,13.0
30000,Печерський,3,11.0,1,112.0,15.0,18.0
38000,Дніпровський,3,12.0,1,147.0,16.0,22.0
45960,Оболонський,2,17.0,1,90.0,22.0,26.0
27000,Дніпровський,3,7.0,1,110.0,15.0,22.0
38300,Шевченківський,1,11.0,1,48.0,25.0,25.0
15000,Дарницький,3,16.0,1,95.0,12.0,16.0
76600,Шевченківський,4,5.0,1,147.2,20.0,5.0
49790,Голосіївський,2,4.0,1,51.0,14.0,22.0
24000,Голосіївський,2,1.0,1,87.0,17.0,25.0
28000,Печерський,2,2.0,1,62.0,10.0,9.0
32555,Шевченківський,3,10.0,1,120.0,35.0,28.0
44000,Печерський,3,14.0,1,140.0,20.0,18.0
20000,Дарницький,1,3.0,1,55.0,25.0,10.0
34470,Печерський,4,4.0,1,182.0,17.0,5.0
23000,Шевченківський,1,1.0,1,35.0,7.0,4.0
20500,Оболонський,2,20.0,1,89.0,20.0,24.0
24900,Голосіївський,3,3.0,1,80.0,9.0,9.0
25000,Дарницький,3,11.0,1,102.0,20.0,22.0
57450,Голосіївський,4,6.0,1,150.0,25.0,7.0
38262,Печерський,3,2.0,1,110.0,17.0,5.0
68940,Печерський,4,22.0,1,160.0,40.0,23.0
17000,Дарницький,2,16.0,1,60.0,35.0,22.0
57450,Голосіївський,3,7.0,1,100.0,20.0,23.0
18000,Святошинський,2,24.0,1,50.0,12.0,25.0
37917,Голосіївський,4,5.0,1,185.0,14.0,6.0
42130,Печерський,5,3.0,1,263.0,35.0,18.0
114900,Печерський,3,2.0,1,150.0,60.0,5.0
24000,Печерський,3,12.0,1,84.0,9.0,16.0
38300,Печерський,4,16.0,1,210.5,14.0,27.0
50500,Шевченківський,4,12.0,1,130.0,30.0,22.0
17000,Печерський,2,2.0,1,48.0,7.0,5.0
45000,Дніпровський,4,14.0,1,145.0,18.0,22.0
153162,Шевченківський,4,8.0,1,300.0,70.0,9.0
42130,Печерський,2,6.0,1,65.0,25.0,22.0
10000,Подільський,1,4.0,1,31.0,5.0,5.0
38300,Голосіївський,1,11.0,1,56.0,25.0,18.0
95750,Печерський,3,3.0,1,120.0,20.0,6.0
57450,Печерський,3,8.0,1,83.0,17.0,24.0
34470,Дарницький,2,23.0,1,64.0,5.0,24.0
222102,Голосіївський,3,18.0,1,186.0,60.0,22.0
19150,Шевченківський,1,29.0,1,47.0,10.0,31.0
34470,Печерський,2,5.0,1,60.0,18.0,24.0
10000,Деснянський,2,8.0,1,46.0,7.0,9.0
114900,Печерський,3,18.0,1,155.0,15.0,25.0
15000,Оболонський,3,9.0,1,63.0,15.0,9.0
11000,Дніпровський,3,2.0,1,55.0,6.0,5.0
45960,Печерський,2,17.0,1,85.0,17.0,21.0
41999,Голосіївський,1,3.0,1,50.0,10.0,25.0
30640,Шевченківський,3,3.0,1,88.0,15.0,5.0
34087,Дарницький,2,7.0,1,60.0,25.0,23.0
27000,Печерський,3,7.0,1,75.0,12.0,8.0
210650,Голосіївський,3,6.0,1,204.0,57.0,6.0
22000,Шевченківський,2,5.0,1,60.0,11.0,5.0
13500,Дніпровський,2,7.0,1,60.0,10.0,9.0
28000,Печерський,3,4.0,1,70.0,9.0,5.0
21990,Дарницький,1,14.0,1,40.0,25.0,25.0
10000,Солом'янський,2,5.0,1,46.0,7.0,5.0
57450,Печерський,3,4.0,1,140.0,30.0,7.0
18000,Святошинський,1,14.0,1,54.0,15.0,24.0
49790,Печерський,2,3.0,1,93.0,17.0,16.0
49790,Голосіївський,2,28.0,1,65.0,10.0,30.0
114900,Печерський,5,6.0,1,270.0,35.0,25.0
45960,Печерський,3,11.0,1,98.0,35.0,14.0
76600,Шевченківський,3,3.0,1,170.0,30.0,16.0
76600,Голосіївський,6,6.0,1,270.0,50.0,8.0
191500,Шевченківський,3,3.0,1,168.0,30.0,12.0
32555,Шевченківський,2,3.0,1,80.0,10.0,5.0
57450,Печерський,3,24.0,1,190.0,28.0,26.0
111070,Печерський,4,15.0,1,200.0,50.0,18.0
11500,Святошинський,1,7.0,1,35.0,6.0,9.0
10000,Голосіївський,1,3.0,1,20.0,5.0,9.0
34470,Оболонський,3,9.0,1,105.0,30.0,24.0
17000,Дарницький,1,12.0,1,50.0,16.0,26.0
5000,Солом'янський,1,5.0,1,19.0,3.0,5.0
45960,Печерський,1,8.0,1,49.0,20.0,25.0
28725,Дарницький,2,15.0,1,59.5,18.0,22.0
25000,Дарницький,2,3.0,1,70.0,17.0,10.0
9000,Шевченківський,1,4.0,1,33.0,6.4,9.0
32555,Печерський,2,24.0,1,45.0,15.0,24.0
14489,Дарницький,1,4.0,1,50.0,10.0,24.0
16000,Голосіївський,1,19.0,1,46.0,12.0,22.0
19999,Дарницький,1,4.0,1,43.0,8.0,25.0
14999,Дніпровський,2,7.0,1,47.0,11.0,9.0
16661,Оболонський,2,14.0,1,55.0,9.0,16.0
40000,Оболонський,2,11.0,1,61.0,24.0,26.0
22500,Голосіївський,1,3.0,1,35.0,10.0,5.0
19000,Дарницький,3,3.0,1,105.0,14.0,16.0
30640,Шевченківський,2,5.0,1,60.0,10.0,6.0
37000,Шевченківський,3,3.0,1,140.0,18.0,4.0
21500,Голосіївський,1,3.0,1,43.0,7.0,4.0
19100,Печерський,1,2.0,1,50.0,15.0,5.0
45960,Шевченківський,3,7.0,1,120.0,47.0,16.0
53620,Печерський,4,4.0,1,147.0,12.0,7.0
153200,Шевченківський,5,6.0,1,285.0,20.0,7.0
45960,Подільський,2,3.0,1,72.0,12.0,7.0
22000,Печерський,2,6.0,1,52.0,19.0,9.0
57450,Дніпровський,5,17.0,1,212.0,50.0,25.0
42130,Печерський,3,10.0,1,90.0,12.0,24.0
43000,Печерський,2,4.0,1,155.0,5.0,5.0
38300,Печерський,4,4.0,1,170.0,12.0,18.0
76600,Печерський,5,18.0,1,200.0,30.0,26.0
38300,Печерський,2,21.0,1,78.0,10.0,26.0
11500,Дарницький,1,2.0,1,30.0,6.0,26.0
36385,Шевченківський,4,9.0,1,90.0,15.0,13.0
52000,Подільський,3,9.0,1,90.0,25.0,10.0
49790,Печерський,2,13.0,1,55.0,17.0,31.0
49790,Шевченківський,2,27.0,1,89.0,26.0,35.0
76600,Печерський,4,14.0,1,200.0,15.0,14.0
18900,Святошинський,2,26.0,1,45.0,15.0,27.0
84260,Голосіївський,3,15.0,1,168.0,45.0,17.0
18000,Голосіївський,2,6.0,1,76.0,15.0,17.0
61280,Голосіївський,4,5.0,1,170.0,20.0,6.0
11000,Дарницький,2,9.0,1,51.0,8.0,9.0
22000,Голосіївський,2,9.0,1,75.0,25.0,18.0
15000,Оболонський,2,16.0,1,47.0,7.0,16.0
11500,Шевченківський,3,5.0,1,60.0,7.0,5.0
57450,Шевченківський,2,5.0,1,50.0,10.0,8.0
15998,Дарницький,3,6.0,1,89.0,12.0,10.0
51705,Печерський,3,2.0,1,180.0,20.0,5.0
57450,Голосіївський,4,5.0,1,180.0,20.0,10.0
57450,Голосіївський,2,7.0,1,100.0,30.0,10.0
38300,Печерський,2,11.0,1,56.0,27.0,23.0
11000,Голосіївський,1,2.0,1,32.0,4.0,15.0
30257,Дарницький,2,13.0,1,66.0,12.0,25.0
114900,Шевченківський,6,7.0,1,350.0,30.0,8.0
12500,Печерський,2,8.0,1,46.0,7.0,9.0
14000,Дарницький,2,7.0,1,85.0,16.0,25.0
229800,Оболонський,5,5.0,1,367.0,10.0,6.0
61280,Голосіївський,4,3.0,1,165.0,30.0,17.0
15000,Шевченківський,3,3.0,1,63.0,8.0,5.0
30000,Шевченківський,3,7.0,1,130.0,20.0,12.0
19500,Дарницький,3,11.0,1,105.0,18.0,23.0
76600,Шевченківський,4,10.0,1,180.0,20.0,11.0
49790,Печерський,3,6.0,1,95.5,18.0,7.0
76600,Голосіївський,4,3.0,1,256.0,100.0,7.0
19000,Дарницький,1,19.0,1,38.0,18.0,26.0
14500,Голосіївський,1,10.0,1,30.0,8.0,25.0
10000,Шевченківський,3,1.0,1,70.0,8.0,5.0
25000,Голосіївський,2,3.0,1,87.0,20.0,24.0
153200,Печерський,3,11.0,1,100.0,20.0,24.0
17235,Оболонський,2,12.0,1,50.0,9.0,16.0
22000,Шевченківський,2,15.0,1,52.0,13.0,25.0
53620,Голосіївський,2,5.0,1,70.0,16.0,30.0
49790,Печерський,4,3.0,1,220.0,20.0,5.0
